year_code,quarter_code,commercial_district_code,total_resident_population_now,total_resident_population_previous,resident_population_diff
2022,1,3110672,3381,3381,0
2022,1,3110673,4156,4156,0
2022,1,3110675,7710,7710,0
2022,1,3110676,3305,3305,0
2022,1,3110677,1606,1606,0
2022,1,3110678,1231,1231,0
2022,1,3110679,979,979,0
2022,1,3110680,1748,1748,0
2022,1,3110681,170,170,0
2022,1,3110683,1694,1694,0
2022,1,3110684,1389,1389,0
2022,1,3110686,4521,4521,0
2022,1,3110687,542,542,0
2022,1,3110688,2781,2781,0
2022,1,3110689,3158,3158,0
2022,1,3110690,4903,4903,0
2022,1,3110691,2937,2937,0
2022,1,3110692,2116,2116,0
2022,1,3110693,719,719,0
2022,1,3110694,6947,6947,0
2022,1,3110695,5545,5545,0
2022,1,3110696,3491,3491,0
2022,1,3110697,2994,2994,0
2022,1,3110698,6704,6704,0
2022,1,3110699,1608,1608,0
2022,1,3110700,3399,3399,0
2022,1,3110701,1217,1217,0
2022,1,3110702,2513,2513,0
2022,1,3110703,2006,2006,0
2022,1,3110706,697,697,0
2022,1,3110707,2099,2099,0
2022,1,3110708,1295,1295,0
2022,1,3110709,2634,2634,0
2022,1,3110710,5266,5266,0
2022,1,3110711,3893,3893,0
2022,1,3110712,5072,5072,0
2022,1,3110713,7091,7091,0
2022,1,3110714,4147,4147,0
2022,1,3110715,867,867,0
2022,1,3110716,823,823,0
2022,1,3110717,7311,7311,0
2022,1,3110718,2665,2665,0
2022,1,3110719,551,551,0
2022,1,3110720,2265,2265,0
2022,1,3110721,2548,2548,0
2022,1,3110722,3828,3828,0
2022,1,3110723,816,816,0
2022,1,3110724,2946,2946,0
2022,1,3110725,1908,1908,0
2022,1,3110726,1686,1686,0
2022,1,3110727,1229,1229,0
2022,1,3110728,1546,1546,0
2022,1,3110729,2913,2913,0
2022,1,3110730,2867,2867,0
2022,1,3110731,1017,1017,0
2022,1,3110732,2840,2840,0
2022,1,3110733,445,445,0
2022,1,3110734,347,347,0
2022,1,3110735,5369,5369,0
2022,1,3110736,4727,4727,0
2022,1,3110737,2720,2720,0
2022,1,3110738,3498,3498,0
2022,1,3110739,320,320,0
2022,1,3110740,5321,5321,0
2022,1,3110741,3680,3680,0
2022,1,3110742,213,213,0
2022,1,3110743,4293,4293,0
2022,1,3110744,8260,8260,0
2022,1,3110745,2946,2946,0
2022,1,3110746,1702,1702,0
2022,1,3110747,1006,1006,0
2022,1,3110748,1914,1914,0
2022,1,3110749,4810,4810,0
2022,1,3110750,4694,4694,0
2022,1,3110751,5590,5590,0
2022,1,3110752,6433,6433,0
2022,1,3110753,7026,7026,0
2022,1,3110754,5343,5343,0
2022,1,3110755,1401,1401,0
2022,1,3110756,2569,2569,0
2022,1,3110757,2162,2162,0
2022,1,3110758,1450,1450,0
2022,1,3110760,1108,1108,0
2022,1,3110762,11098,11098,0
2022,1,3110765,116,116,0
2022,1,3110766,2307,2307,0
2022,1,3110767,891,891,0
2022,1,3110768,1300,1300,0
2022,1,3110769,673,673,0
2022,1,3110770,1935,1935,0
2022,1,3110771,693,693,0
2022,1,3110772,1225,1225,0
2022,1,3110774,1317,1317,0
2022,1,3110775,768,768,0
2022,1,3110776,3337,3337,0
2022,1,3110777,124,124,0
2022,1,3110778,4030,4030,0
2022,1,3110780,3240,3240,0
2022,1,3110781,3339,3339,0
2022,1,3110782,763,763,0
2022,1,3110783,772,772,0
2022,1,3110784,998,998,0
2022,1,3110785,3399,3399,0
2022,1,3110786,2158,2158,0
2022,1,3110787,3238,3238,0
2022,1,3110788,345,345,0
2022,1,3110789,1685,1685,0
2022,1,3110790,3364,3364,0
2022,1,3110791,223,223,0
2022,1,3110792,3798,3798,0
2022,1,3110794,3386,3386,0
2022,1,3110795,1916,1916,0
2022,1,3110796,1264,1264,0
2022,1,3110798,567,567,0
2022,1,3110799,633,633,0
2022,1,3110800,838,838,0
2022,1,3110802,1327,1327,0
2022,1,3110803,2760,2760,0
2022,1,3110804,2297,2297,0
2022,1,3110805,768,768,0
2022,1,3110807,2234,2234,0
2022,1,3110809,711,711,0
2022,1,3110810,3407,3407,0
2022,1,3110811,1664,1664,0
2022,1,3110812,1434,1434,0
2022,1,3110813,2594,2594,0
2022,1,3110814,3440,3440,0
2022,1,3110815,4944,4944,0
2022,1,3110816,1790,1790,0
2022,1,3110817,880,880,0
2022,1,3110818,813,813,0
2022,1,3110819,5265,5265,0
2022,1,3110820,4096,4096,0
2022,1,3110821,6050,6050,0
2022,1,3110822,5038,5038,0
2022,1,3110823,3577,3577,0
2022,1,3110824,631,631,0
2022,1,3110825,9016,9016,0
2022,1,3110826,4283,4283,0
2022,1,3110827,2391,2391,0
2022,1,3110828,7081,7081,0
2022,1,3110829,3007,3007,0
2022,1,3110830,4133,4133,0
2022,1,3110831,2692,2692,0
2022,1,3110832,3280,3280,0
2022,1,3110833,2327,2327,0
2022,1,3110835,1194,1194,0
2022,1,3110836,9098,9098,0
2022,1,3110837,4197,4197,0
2022,1,3110838,117,117,0
2022,1,3110839,1914,1914,0
2022,1,3110840,2244,2244,0
2022,1,3110841,2042,2042,0
2022,1,3110842,511,511,0
2022,1,3110843,1683,1683,0
2022,1,3110845,1643,1643,0
2022,1,3110846,8998,8998,0
2022,1,3110847,4610,4610,0
2022,1,3110848,4871,4871,0
2022,1,3110849,3100,3100,0
2022,1,3110850,8232,8232,0
2022,1,3110851,3582,3582,0
2022,1,3110852,1902,1902,0
2022,1,3110853,2369,2369,0
2022,1,3110854,2185,2185,0
2022,1,3110855,4616,4616,0
2022,1,3110856,4246,4246,0
2022,1,3110857,5006,5006,0
2022,1,3110858,844,844,0
2022,1,3110859,2852,2852,0
2022,1,3110860,2357,2357,0
2022,1,3110861,7107,7107,0
2022,1,3110862,2335,2335,0
2022,1,3110863,4002,4002,0
2022,1,3110864,5054,5054,0
2022,1,3110865,8794,8794,0
2022,1,3110866,5033,5033,0
2022,1,3110867,3553,3553,0
2022,1,3110868,3126,3126,0
2022,1,3110869,11244,11244,0
2022,1,3110871,2357,2357,0
2022,1,3110872,2608,2608,0
2022,1,3110873,4600,4600,0
2022,1,3110874,2944,2944,0
2022,1,3110875,3122,3122,0
2022,1,3110915,1499,1499,0
2022,1,3110876,2715,2715,0
2022,1,3110877,3562,3562,0
2022,1,3110878,1788,1788,0
2022,1,3110879,1624,1624,0
2022,1,3110880,1373,1373,0
2022,1,3110881,10081,10081,0
2022,1,3110882,5190,5190,0
2022,1,3110883,4677,4677,0
2022,1,3110884,1287,1287,0
2022,1,3110885,7472,7472,0
2022,1,3110886,3465,3465,0
2022,1,3110887,1891,1891,0
2022,1,3110888,1490,1490,0
2022,1,3110889,2307,2307,0
2022,1,3110890,3213,3213,0
2022,1,3110891,733,733,0
2022,1,3110892,11824,11824,0
2022,1,3110893,268,268,0
2022,1,3110895,8549,8549,0
2022,1,3110896,270,270,0
2022,1,3110897,5412,5412,0
2022,1,3110899,3090,3090,0
2022,1,3110900,6186,6186,0
2022,1,3110901,4807,4807,0
2022,1,3110902,9756,9756,0
2022,1,3110903,4114,4114,0
2022,1,3110904,1017,1017,0
2022,1,3110905,3801,3801,0
2022,1,3110906,1203,1203,0
2022,1,3110907,3518,3518,0
2022,1,3110908,216,216,0
2022,1,3110910,2365,2365,0
2022,1,3110912,317,317,0
2022,1,3110913,3887,3887,0
2022,1,3110916,3971,3971,0
2022,1,3110917,930,930,0
2022,1,3110918,3012,3012,0
2022,1,3110919,3127,3127,0
2022,1,3110921,1150,1150,0
2022,1,3110922,2738,2738,0
2022,1,3110924,2470,2470,0
2022,1,3110925,3056,3056,0
2022,1,3110926,3766,3766,0
2022,1,3110929,4258,4258,0
2022,1,3110930,1972,1972,0
2022,1,3110931,160,160,0
2022,1,3110932,652,652,0
2022,1,3110934,2801,2801,0
2022,1,3110935,1076,1076,0
2022,1,3110936,885,885,0
2022,1,3110939,6198,6198,0
2022,1,3110940,1099,1099,0
2022,1,3110942,8496,8496,0
2022,1,3110943,1580,1580,0
2022,1,3110945,297,297,0
2022,1,3110947,357,357,0
2022,1,3110949,564,564,0
2022,1,3110951,929,929,0
2022,1,3110952,868,868,0
2022,1,3110953,907,907,0
2022,1,3110954,448,448,0
2022,1,3110955,7026,7026,0
2022,1,3110956,588,588,0
2022,1,3110957,1761,1761,0
2022,1,3110958,821,821,0
2022,1,3110959,361,361,0
2022,1,3110961,2120,2120,0
2022,1,3110966,2811,2811,0
2022,1,3110967,1279,1279,0
2022,1,3110968,549,549,0
2022,1,3110969,1202,1202,0
2022,1,3110970,1015,1015,0
2022,1,3110971,3870,3870,0
2022,1,3110972,1921,1921,0
2022,1,3110973,2295,2295,0
2022,1,3110974,1463,1463,0
2022,1,3110975,890,890,0
2022,1,3110976,2022,2022,0
2022,1,3110979,1131,1131,0
2022,1,3110980,2629,2629,0
2022,1,3110981,2118,2118,0
2022,1,3110982,827,827,0
2022,1,3110983,2703,2703,0
2022,1,3110984,4267,4267,0
2022,1,3110988,1318,1318,0
2022,1,3110989,1588,1588,0
2022,1,3110992,7894,7894,0
2022,1,3110994,1777,1777,0
2022,1,3110995,2802,2802,0
2022,1,3110996,1368,1368,0
2022,1,3110997,7187,7187,0
2022,1,3110999,3223,3223,0
2022,1,3111001,1639,1639,0
2022,1,3111003,10844,10844,0
2022,1,3111004,9985,9985,0
2022,1,3111005,8660,8660,0
2022,1,3111006,8763,8763,0
2022,1,3111007,8268,8268,0
2022,1,3111008,4837,4837,0
2022,1,3111009,1111,1111,0
2022,1,3111010,8953,8953,0
2022,1,3111011,301,301,0
2022,1,3111012,6266,6266,0
2022,1,3111013,8690,8690,0
2022,1,3111014,3154,3154,0
2022,1,3111015,10401,10401,0
2022,1,3111016,3349,3349,0
2022,1,3111017,967,967,0
2022,1,3111019,8679,8679,0
2022,1,3111020,685,685,0
2022,1,3111021,9969,9969,0
2022,1,3111022,2794,2794,0
2022,1,3111023,2005,2005,0
2022,1,3111024,1531,1531,0
2022,1,3111025,3043,3043,0
2022,1,3111026,4545,4545,0
2022,1,3111027,5416,5416,0
2022,1,3111028,1839,1839,0
2022,1,3111029,1287,1287,0
2022,1,3111030,1884,1884,0
2022,1,3111031,3628,3628,0
2022,1,3111032,1705,1705,0
2022,1,3111033,674,674,0
2022,1,3111034,5033,5033,0
2022,1,3111035,3928,3928,0
2022,1,3111036,1369,1369,0
2022,1,3111037,537,537,0
2022,1,3111038,2407,2407,0
2022,1,3111039,2044,2044,0
2022,1,3111040,2343,2343,0
2022,1,3111042,5657,5657,0
2022,1,3111043,3084,3084,0
2022,1,3111044,5036,5036,0
2022,1,3111045,2117,2117,0
2022,1,3111046,8877,8877,0
2022,1,3111047,2487,2487,0
2022,1,3111049,4059,4059,0
2022,1,3111051,6783,6783,0
2022,1,3111052,6010,6010,0
2022,1,3111053,4507,4507,0
2022,1,3111054,441,441,0
2022,1,3111055,105,105,0
2022,1,3111056,802,802,0
2022,1,3111057,4221,4221,0
2022,1,3111058,1575,1575,0
2022,1,3111059,11270,11270,0
2022,1,3111060,9867,9867,0
2022,1,3111061,9641,9641,0
2022,1,3111062,3532,3532,0
2022,1,3111063,6177,6177,0
2022,1,3111064,2762,2762,0
2022,1,3111065,2837,2837,0
2022,1,3111066,5430,5430,0
2022,1,3111067,9441,9441,0
2022,1,3111068,351,351,0
2022,1,3111069,5329,5329,0
2022,1,3111070,2665,2665,0
2022,1,3111071,1313,1313,0
2022,1,3111072,7359,7359,0
2022,1,3111073,7108,7108,0
2022,1,3111074,2331,2331,0
2022,1,3111075,4283,4283,0
2022,1,3111076,2077,2077,0
2022,1,3111077,11736,11736,0
2022,1,3111078,9399,9399,0
2022,1,3111079,1950,1950,0
2022,1,3111080,2995,2995,0
2022,1,3111082,1122,1122,0
2022,1,3111083,3217,3217,0
2022,1,3111084,1001,1001,0
2022,1,3111085,4222,4222,0
2022,1,3111086,2403,2403,0
2022,1,3111087,2415,2415,0
2022,1,3111088,1940,1940,0
2022,1,3111089,3621,3621,0
2022,1,3110001,1020,1020,0
2022,1,3110002,629,629,0
2022,1,3110003,3212,3212,0
2022,1,3110004,471,471,0
2022,1,3110005,2153,2153,0
2022,1,3110006,687,687,0
2022,1,3110007,1927,1927,0
2022,1,3110008,4595,4595,0
2022,1,3110009,1602,1602,0
2022,1,3110010,3134,3134,0
2022,1,3110012,1928,1928,0
2022,1,3110014,931,931,0
2022,1,3110016,2075,2075,0
2022,1,3110017,731,731,0
2022,1,3110018,2795,2795,0
2022,1,3110020,3990,3990,0
2022,1,3110021,1915,1915,0
2022,1,3110022,1552,1552,0
2022,1,3110023,554,554,0
2022,1,3110024,1257,1257,0
2022,1,3110025,479,479,0
2022,1,3110027,2669,2669,0
2022,1,3110028,3909,3909,0
2022,1,3110029,5260,5260,0
2022,1,3110030,179,179,0
2022,1,3110031,486,486,0
2022,1,3110033,2007,2007,0
2022,1,3110035,3468,3468,0
2022,1,3110036,386,386,0
2022,1,3110037,1535,1535,0
2022,1,3110039,87,87,0
2022,1,3110040,906,906,0
2022,1,3110041,701,701,0
2022,1,3110042,965,965,0
2022,1,3110043,2208,2208,0
2022,1,3110045,910,910,0
2022,1,3110047,2754,2754,0
2022,1,3110048,2453,2453,0
2022,1,3110049,1958,1958,0
2022,1,3110050,769,769,0
2022,1,3110051,1222,1222,0
2022,1,3110052,1688,1688,0
2022,1,3110053,2634,2634,0
2022,1,3110054,1988,1988,0
2022,1,3110055,302,302,0
2022,1,3110056,5008,5008,0
2022,1,3110057,1743,1743,0
2022,1,3110058,3736,3736,0
2022,1,3110059,1785,1785,0
2022,1,3110060,3491,3491,0
2022,1,3110061,3871,3871,0
2022,1,3110062,1263,1263,0
2022,1,3110063,2934,2934,0
2022,1,3110064,2998,2998,0
2022,1,3110065,155,155,0
2022,1,3110066,2709,2709,0
2022,1,3110067,7697,7697,0
2022,1,3110068,3437,3437,0
2022,1,3110069,5535,5535,0
2022,1,3110070,105,105,0
2022,1,3110071,534,534,0
2022,1,3110073,478,478,0
2022,1,3110074,3273,3273,0
2022,1,3110075,3263,3263,0
2022,1,3110077,1233,1233,0
2022,1,3110078,465,465,0
2022,1,3110079,10480,10480,0
2022,1,3110080,4131,4131,0
2022,1,3110081,3336,3336,0
2022,1,3110082,978,978,0
2022,1,3110083,727,727,0
2022,1,3110084,3620,3620,0
2022,1,3110085,2745,2745,0
2022,1,3110087,1686,1686,0
2022,1,3110088,1727,1727,0
2022,1,3110089,2539,2539,0
2022,1,3110090,1963,1963,0
2022,1,3110092,3527,3527,0
2022,1,3110093,6035,6035,0
2022,1,3110095,2566,2566,0
2022,1,3110096,972,972,0
2022,1,3110098,219,219,0
2022,1,3110099,1823,1823,0
2022,1,3110102,813,813,0
2022,1,3110103,409,409,0
2022,1,3110104,2904,2904,0
2022,1,3110105,2845,2845,0
2022,1,3110107,224,224,0
2022,1,3110109,451,451,0
2022,1,3110110,1988,1988,0
2022,1,3110112,2689,2689,0
2022,1,3110113,1424,1424,0
2022,1,3110114,826,826,0
2022,1,3110115,2063,2063,0
2022,1,3110116,1932,1932,0
2022,1,3110117,1595,1595,0
2022,1,3110118,1097,1097,0
2022,1,3110120,839,839,0
2022,1,3110121,934,934,0
2022,1,3110122,846,846,0
2022,1,3110123,2776,2776,0
2022,1,3110124,856,856,0
2022,1,3110125,4343,4343,0
2022,1,3110126,607,607,0
2022,1,3110127,980,980,0
2022,1,3110128,7452,7452,0
2022,1,3110129,1602,1602,0
2022,1,3110130,1188,1188,0
2022,1,3110131,2618,2618,0
2022,1,3110132,2091,2091,0
2022,1,3110133,1855,1855,0
2022,1,3110134,5535,5535,0
2022,1,3110135,1157,1157,0
2022,1,3110136,2505,2505,0
2022,1,3110137,1611,1611,0
2022,1,3110138,3513,3513,0
2022,1,3110139,5303,5303,0
2022,1,3110140,4954,4954,0
2022,1,3110141,3062,3062,0
2022,1,3110142,6199,6199,0
2022,1,3110144,2130,2130,0
2022,1,3110146,3818,3818,0
2022,1,3110147,6260,6260,0
2022,1,3110148,1537,1537,0
2022,1,3110149,1055,1055,0
2022,1,3110150,6333,6333,0
2022,1,3110151,4732,4732,0
2022,1,3110152,2023,2023,0
2022,1,3110153,2573,2573,0
2022,1,3110154,4366,4366,0
2022,1,3110155,4200,4200,0
2022,1,3110156,6239,6239,0
2022,1,3110157,5774,5774,0
2022,1,3110158,6729,6729,0
2022,1,3110159,8894,8894,0
2022,1,3110160,1893,1893,0
2022,1,3110161,4891,4891,0
2022,1,3110162,3729,3729,0
2022,1,3110163,2923,2923,0
2022,1,3110164,3398,3398,0
2022,1,3110165,4189,4189,0
2022,1,3110166,6101,6101,0
2022,1,3110167,6882,6882,0
2022,1,3110168,2583,2583,0
2022,1,3110169,2609,2609,0
2022,1,3110170,6237,6237,0
2022,1,3110171,2409,2409,0
2022,1,3110172,4010,4010,0
2022,1,3110173,1410,1410,0
2022,1,3110174,4692,4692,0
2022,1,3110175,5000,5000,0
2022,1,3110176,6118,6118,0
2022,1,3110177,1551,1551,0
2022,1,3110178,1132,1132,0
2022,1,3110179,1086,1086,0
2022,1,3110180,1307,1307,0
2022,1,3110181,1395,1395,0
2022,1,3110182,1036,1036,0
2022,1,3110183,556,556,0
2022,1,3110184,218,218,0
2022,1,3110185,431,431,0
2022,1,3110186,423,423,0
2022,1,3110187,4444,4444,0
2022,1,3110188,4502,4502,0
2022,1,3110189,2213,2213,0
2022,1,3110190,2383,2383,0
2022,1,3110191,1199,1199,0
2022,1,3110193,1342,1342,0
2022,1,3110194,1726,1726,0
2022,1,3110195,3708,3708,0
2022,1,3110197,548,548,0
2022,1,3110199,1064,1064,0
2022,1,3110200,807,807,0
2022,1,3110201,528,528,0
2022,1,3110203,1769,1769,0
2022,1,3110204,3492,3492,0
2022,1,3110205,2596,2596,0
2022,1,3110206,3750,3750,0
2022,1,3110207,967,967,0
2022,1,3110208,841,841,0
2022,1,3110209,668,668,0
2022,1,3110210,3839,3839,0
2022,1,3110211,3550,3550,0
2022,1,3110212,2112,2112,0
2022,1,3110213,802,802,0
2022,1,3110214,2745,2745,0
2022,1,3110215,2091,2091,0
2022,1,3110216,1182,1182,0
2022,1,3110217,575,575,0
2022,1,3110218,2509,2509,0
2022,1,3110219,6955,6955,0
2022,1,3110220,2003,2003,0
2022,1,3110221,1028,1028,0
2022,1,3110224,470,470,0
2022,1,3110225,1228,1228,0
2022,1,3110226,11209,11209,0
2022,1,3110227,820,820,0
2022,1,3110228,5530,5530,0
2022,1,3110229,7315,7315,0
2022,1,3110230,3650,3650,0
2022,1,3110232,3318,3318,0
2022,1,3110233,5225,5225,0
2022,1,3110234,781,781,0
2022,1,3110236,8221,8221,0
2022,1,3110237,4316,4316,0
2022,1,3110238,1506,1506,0
2022,1,3110240,1282,1282,0
2022,1,3110241,3184,3184,0
2022,1,3110242,4233,4233,0
2022,1,3110243,4607,4607,0
2022,1,3110244,1764,1764,0
2022,1,3110245,2284,2284,0
2022,1,3110246,2897,2897,0
2022,1,3110247,6018,6018,0
2022,1,3110248,1688,1688,0
2022,1,3110249,6437,6437,0
2022,1,3110250,1484,1484,0
2022,1,3110251,4087,4087,0
2022,1,3110252,4507,4507,0
2022,1,3110253,3244,3244,0
2022,1,3110254,7059,7059,0
2022,1,3110255,6260,6260,0
2022,1,3110256,7976,7976,0
2022,1,3110257,4258,4258,0
2022,1,3110258,5895,5895,0
2022,1,3110259,3921,3921,0
2022,1,3110260,2212,2212,0
2022,1,3110261,4946,4946,0
2022,1,3110262,4504,4504,0
2022,1,3110263,7168,7168,0
2022,1,3110264,9709,9709,0
2022,1,3110265,1086,1086,0
2022,1,3110266,5436,5436,0
2022,1,3110267,4501,4501,0
2022,1,3110268,2681,2681,0
2022,1,3110269,1559,1559,0
2022,1,3110270,1191,1191,0
2022,1,3110271,266,266,0
2022,1,3110272,3761,3761,0
2022,1,3110273,2243,2243,0
2022,1,3110274,6678,6678,0
2022,1,3110275,872,872,0
2022,1,3110276,515,515,0
2022,1,3110277,3667,3667,0
2022,1,3110278,3996,3996,0
2022,1,3110280,698,698,0
2022,1,3110281,1150,1150,0
2022,1,3110282,748,748,0
2022,1,3110283,501,501,0
2022,1,3110284,1365,1365,0
2022,1,3110285,1968,1968,0
2022,1,3110286,2682,2682,0
2022,1,3110287,1762,1762,0
2022,1,3110288,1929,1929,0
2022,1,3110289,5242,5242,0
2022,1,3110290,1336,1336,0
2022,1,3110291,4460,4460,0
2022,1,3110292,512,512,0
2022,1,3110293,2431,2431,0
2022,1,3110294,6750,6750,0
2022,1,3110295,5017,5017,0
2022,1,3110296,1904,1904,0
2022,1,3110297,6528,6528,0
2022,1,3110298,667,667,0
2022,1,3110299,3311,3311,0
2022,1,3110300,4716,4716,0
2022,1,3110301,3569,3569,0
2022,1,3110302,2058,2058,0
2022,1,3110303,3214,3214,0
2022,1,3110304,1843,1843,0
2022,1,3110305,4002,4002,0
2022,1,3110306,1191,1191,0
2022,1,3110307,238,238,0
2022,1,3110308,1009,1009,0
2022,1,3110309,1410,1410,0
2022,1,3110310,263,263,0
2022,1,3110312,1694,1694,0
2022,1,3110313,1257,1257,0
2022,1,3110314,1089,1089,0
2022,1,3110315,3029,3029,0
2022,1,3110316,4537,4537,0
2022,1,3110317,2339,2339,0
2022,1,3110318,1844,1844,0
2022,1,3110319,3318,3318,0
2022,1,3110320,955,955,0
2022,1,3110322,3037,3037,0
2022,1,3110323,2214,2214,0
2022,1,3110325,3528,3528,0
2022,1,3110326,1353,1353,0
2022,1,3110327,3520,3520,0
2022,1,3110328,2257,2257,0
2022,1,3110329,2466,2466,0
2022,1,3110330,2041,2041,0
2022,1,3110331,3281,3281,0
2022,1,3110332,875,875,0
2022,1,3110333,1338,1338,0
2022,1,3110334,2693,2693,0
2022,1,3110335,4363,4363,0
2022,1,3110336,2302,2302,0
2022,1,3110337,2792,2792,0
2022,1,3110340,1455,1455,0
2022,1,3110341,2221,2221,0
2022,1,3110342,2704,2704,0
2022,1,3110343,4656,4656,0
2022,1,3110344,1076,1076,0
2022,1,3110345,2938,2938,0
2022,1,3110346,1212,1212,0
2022,1,3110348,3968,3968,0
2022,1,3110349,1123,1123,0
2022,1,3110350,2831,2831,0
2022,1,3110351,2982,2982,0
2022,1,3110352,4997,4997,0
2022,1,3110353,2210,2210,0
2022,1,3110354,421,421,0
2022,1,3110355,3076,3076,0
2022,1,3110356,3240,3240,0
2022,1,3110357,1698,1698,0
2022,1,3110358,3572,3572,0
2022,1,3110359,6446,6446,0
2022,1,3110360,4037,4037,0
2022,1,3110361,2532,2532,0
2022,1,3110362,5408,5408,0
2022,1,3110363,1003,1003,0
2022,1,3110364,4359,4359,0
2022,1,3110365,4806,4806,0
2022,1,3110366,2047,2047,0
2022,1,3110367,1786,1786,0
2022,1,3110368,3655,3655,0
2022,1,3110369,4517,4517,0
2022,1,3110370,2982,2982,0
2022,1,3110371,1633,1633,0
2022,1,3110372,2880,2880,0
2022,1,3110373,3416,3416,0
2022,1,3110374,5698,5698,0
2022,1,3110375,2370,2370,0
2022,1,3110376,7975,7975,0
2022,1,3110377,838,838,0
2022,1,3110378,1802,1802,0
2022,1,3110379,961,961,0
2022,1,3110380,2237,2237,0
2022,1,3110381,954,954,0
2022,1,3110382,811,811,0
2022,1,3110383,650,650,0
2022,1,3110387,5232,5232,0
2022,1,3110388,2642,2642,0
2022,1,3110389,1166,1166,0
2022,1,3110390,1725,1725,0
2022,1,3110391,4840,4840,0
2022,1,3110392,139,139,0
2022,1,3110393,211,211,0
2022,1,3110394,7163,7163,0
2022,1,3110395,1363,1363,0
2022,1,3110396,2037,2037,0
2022,1,3110397,7518,7518,0
2022,1,3110398,2979,2979,0
2022,1,3110399,8082,8082,0
2022,1,3110400,4057,4057,0
2022,1,3110401,686,686,0
2022,1,3110402,3210,3210,0
2022,1,3110403,6007,6007,0
2022,1,3110404,10207,10207,0
2022,1,3110405,6796,6796,0
2022,1,3110406,1568,1568,0
2022,1,3110407,6463,6463,0
2022,1,3110408,1204,1204,0
2022,1,3110409,2744,2744,0
2022,1,3110410,2564,2564,0
