year_code,quarter_code,commercial_district_code,apartment_avg_price_by_area_now,apartment_avg_price_by_area_previous,apartment_avg_diff
2022,1,3110023,827467.6135393241,751938.1596074308,75529.45393189334
2022,4,3110024,1147180.2311006486,1147180.2311006486,0.0
2022,3,3110024,1147180.2311006486,1043367.6316459508,103812.5994546978
2022,2,3110024,1147180.2311006486,1043367.6316459508,103812.5994546978
2022,1,3110024,1147180.2311006486,1043367.6316459508,103812.5994546978
2022,4,3110025,1670622.5358317597,1670622.5358317597,0.0
2022,3,3110025,1670622.5358317597,1543839.6378365343,126782.89799522539
2022,2,3110025,1670622.5358317597,1543839.6378365343,126782.89799522539
2022,1,3110025,1670622.5358317597,1543839.6378365343,126782.89799522539
2022,4,3110027,812907.5591613502,812907.5591613502,0.0
2022,3,3110027,812907.5591613502,831687.4332610359,-18779.874099685694
2022,2,3110027,812907.5591613502,831687.4332610359,-18779.874099685694
2022,1,3110027,812907.5591613502,831687.4332610359,-18779.874099685694
2022,4,3110028,976195.7499260837,976195.7499260837,0.0
2022,3,3110028,976195.7499260837,837687.8144104737,138507.93551561004
2022,2,3110028,976195.7499260837,837687.8144104737,138507.93551561004
2022,1,3110028,976195.7499260837,837687.8144104737,138507.93551561004
2022,4,3110029,843667.038043042,843667.038043042,0.0
2022,3,3110029,843667.038043042,746667.7305518899,96999.30749115208
2022,2,3110029,843667.038043042,746667.7305518899,96999.30749115208
2022,1,3110029,843667.038043042,746667.7305518899,96999.30749115208
2022,4,3110030,902371.5503578954,902371.5503578954,0.0
2022,3,3110030,902371.5503578954,832537.1492006873,69834.40115720814
2022,2,3110030,902371.5503578954,832537.1492006873,69834.40115720814
2022,1,3110030,902371.5503578954,832537.1492006873,69834.40115720814
2022,4,3110031,1158839.3263098197,1158839.3263098197,0.0
2022,3,3110031,1158839.3263098197,1000322.9623882138,158516.36392160587
2022,2,3110031,1158839.3263098197,1000322.9623882138,158516.36392160587
2022,1,3110031,1158839.3263098197,1000322.9623882138,158516.36392160587
2022,4,3110033,1149212.8160875668,1149212.8160875668,0.0
2022,3,3110033,1149212.8160875668,1037987.4704684811,111225.34561908571
2022,2,3110033,1149212.8160875668,1037987.4704684811,111225.34561908571
2022,1,3110033,1149212.8160875668,1037987.4704684811,111225.34561908571
2022,4,3110057,1817792.4600061215,1817792.4600061215,0.0
2022,3,3110057,1817792.4600061215,1381516.8686222679,436275.5913838537
2022,2,3110057,1817792.4600061215,1381516.8686222679,436275.5913838537
2022,1,3110057,1817792.4600061215,1381516.8686222679,436275.5913838537
2022,4,3110058,1748928.829103562,1748928.829103562,0.0
2022,3,3110058,1748928.829103562,1437676.7652162449,311252.0638873172
2022,2,3110058,1748928.829103562,1437676.7652162449,311252.0638873172
2022,1,3110058,1748928.829103562,1437676.7652162449,311252.0638873172
2022,4,3110059,2631230.681764933,2631230.681764933,0.0
2022,3,3110059,2631230.681764933,2018944.0084800015,612286.6732849313
2022,2,3110059,2631230.681764933,2018944.0084800015,612286.6732849313
2022,1,3110059,2631230.681764933,2018944.0084800015,612286.6732849313
2022,4,3110036,1326221.7280334774,1326221.7280334774,0.0
2022,3,3110036,1326221.7280334774,,
2022,2,3110036,1326221.7280334774,,
2022,1,3110036,1326221.7280334774,,
2022,4,3110040,961680.0238013766,961680.0238013766,0.0
2022,3,3110040,961680.0238013766,832712.6774342846,128967.34636709199
2022,2,3110040,961680.0238013766,832712.6774342846,128967.34636709199
2022,1,3110040,961680.0238013766,832712.6774342846,128967.34636709199
2022,4,3110041,824538.0243619696,824538.0243619696,0.0
2022,3,3110041,824538.0243619696,706499.1777053796,118038.84665659
2022,2,3110041,824538.0243619696,706499.1777053796,118038.84665659
2022,1,3110041,824538.0243619696,706499.1777053796,118038.84665659
2022,4,3110042,1197160.8070959728,1377305.1110212575,-180144.30392528465
2022,3,3110042,1377305.1110212575,1132150.4256336777,245154.68538757972
2022,2,3110042,1377305.1110212575,1132150.4256336777,245154.68538757972
2022,1,3110042,1377305.1110212575,1132150.4256336777,245154.68538757972
2022,4,3110043,1021151.0453736366,1023690.045128612,-2538.999754975317
2022,3,3110043,1023690.045128612,893012.0269501173,130678.01817849465
2022,2,3110043,1023690.045128612,893012.0269501173,130678.01817849465
2022,1,3110043,1023690.045128612,893012.0269501173,130678.01817849465
2022,4,3110045,1062296.7778405135,1062296.7778405135,0.0
2022,3,3110045,1062296.7778405135,915257.9004214262,147038.87741908734
2022,2,3110045,1062296.7778405135,915257.9004214262,147038.87741908734
2022,1,3110045,1062296.7778405135,915257.9004214262,147038.87741908734
2022,4,3110047,903062.0222692315,903062.0222692315,0.0
2022,3,3110047,903062.0222692315,738125.422962532,164936.59930669947
2022,2,3110047,903062.0222692315,738125.422962532,164936.59930669947
2022,1,3110047,903062.0222692315,738125.422962532,164936.59930669947
2022,4,3110048,1549824.493029143,1549824.493029143,0.0
2022,3,3110048,1549824.493029143,1278222.6663924004,271601.82663674257
2022,2,3110048,1549824.493029143,1278222.6663924004,271601.82663674257
2022,1,3110048,1549824.493029143,1278222.6663924004,271601.82663674257
2022,4,3110049,1300689.0699756853,1300689.0699756853,0.0
2022,3,3110049,1300689.0699756853,1105144.4830570489,195544.58691863646
2022,2,3110049,1300689.0699756853,1105144.4830570489,195544.58691863646
2022,1,3110049,1300689.0699756853,1105144.4830570489,195544.58691863646
2022,4,3110053,1252560.3634258448,1252560.3634258448,0.0
2022,3,3110053,1252560.3634258448,1138113.578843447,114446.7845823979
2022,2,3110053,1252560.3634258448,1138113.578843447,114446.7845823979
2022,1,3110053,1252560.3634258448,1138113.578843447,114446.7845823979
2022,4,3110054,1286223.2057452998,1286223.2057452998,0.0
2022,3,3110054,1286223.2057452998,1130199.996922396,156023.20882290392
2022,2,3110054,1286223.2057452998,1130199.996922396,156023.20882290392
2022,1,3110054,1286223.2057452998,1130199.996922396,156023.20882290392
2022,4,3110056,1277662.9880941515,1277662.9880941515,0.0
2022,3,3110056,1277662.9880941515,1109057.713889872,168605.27420427953
2022,2,3110056,1277662.9880941515,1109057.713889872,168605.27420427953
2022,1,3110056,1277662.9880941515,1109057.713889872,168605.27420427953
2022,4,3110079,1385404.7278375502,1384876.7412750607,527.9865624895319
2022,3,3110079,1384876.7412750607,1218375.3023104917,166501.438964569
2022,2,3110079,1384876.7412750607,1218375.3023104917,166501.438964569
2022,1,3110079,1384876.7412750607,1218375.3023104917,166501.438964569
2022,4,3110080,1160930.1437780377,1160930.1437780377,0.0
2022,3,3110080,1160930.1437780377,1068593.9155239747,92336.22825406305
2022,2,3110080,1160930.1437780377,1068593.9155239747,92336.22825406305
2022,1,3110080,1160930.1437780377,1068593.9155239747,92336.22825406305
2022,4,3110081,1402086.592534521,1402086.592534521,0.0
2022,3,3110081,1402086.592534521,1243249.3280209666,158837.26451355428
2022,2,3110081,1402086.592534521,1243249.3280209666,158837.26451355428
2022,1,3110081,1402086.592534521,1243249.3280209666,158837.26451355428
2022,4,3110050,1012628.2663302037,1005367.9654989176,7260.30083128612
2022,3,3110050,1005367.9654989176,904888.5440393975,100479.42145952012
2022,2,3110050,1005367.9654989176,904888.5440393975,100479.42145952012
2022,1,3110050,1005367.9654989176,904888.5440393975,100479.42145952012
2022,4,3110051,1108357.6907461765,1108357.6907461765,0.0
2022,3,3110051,1108357.6907461765,976464.4367519928,131893.25399418373
2022,2,3110051,1108357.6907461765,976464.4367519928,131893.25399418373
2022,1,3110051,1108357.6907461765,976464.4367519928,131893.25399418373
2022,4,3110052,1145460.1899303468,1145460.1899303468,0.0
2022,3,3110052,1145460.1899303468,975410.5721027395,170049.61782760732
2022,2,3110052,1145460.1899303468,975410.5721027395,170049.61782760732
2022,1,3110052,1145460.1899303468,975410.5721027395,170049.61782760732
2022,4,3110060,1582001.6721244568,1560570.4102812863,21431.261843170505
2022,3,3110060,1560570.4102812863,1286125.4042150287,274445.0060662576
2022,2,3110060,1560570.4102812863,1286125.4042150287,274445.0060662576
2022,1,3110060,1560570.4102812863,1286125.4042150287,274445.0060662576
2022,4,3110061,1332600.971299532,1332600.971299532,0.0
2022,3,3110061,1332600.971299532,1099257.5148451657,233343.45645436645
2022,2,3110061,1332600.971299532,1099257.5148451657,233343.45645436645
2022,1,3110061,1332600.971299532,1099257.5148451657,233343.45645436645
2022,4,3110062,3483242.9767166097,3483242.9767166097,0.0
2022,3,3110062,3483242.9767166097,2670837.1002930547,812405.876423555
2022,2,3110062,3483242.9767166097,2670837.1002930547,812405.876423555
2022,1,3110062,3483242.9767166097,2670837.1002930547,812405.876423555
2022,4,3110063,2027457.51831595,2027457.51831595,0.0
2022,3,3110063,2027457.51831595,1570367.5768328242,457089.9414831258
2022,2,3110063,2027457.51831595,1570367.5768328242,457089.9414831258
2022,1,3110063,2027457.51831595,1570367.5768328242,457089.9414831258
2022,4,3110064,1403071.6994856368,1403071.6994856368,0.0
2022,3,3110064,1403071.6994856368,1164049.7238203082,239021.97566532856
2022,2,3110064,1403071.6994856368,1164049.7238203082,239021.97566532856
2022,1,3110064,1403071.6994856368,1164049.7238203082,239021.97566532856
2022,2,3110070,3074383.2203867906,2055762.273873095,1018620.9465136956
2022,4,3110082,1812334.343681843,1812334.343681843,0.0
2022,3,3110082,1812334.343681843,1723634.7784601303,88699.56522171269
2022,2,3110082,1812334.343681843,1723634.7784601303,88699.56522171269
2022,1,3110082,1812334.343681843,1723634.7784601303,88699.56522171269
2022,4,3110083,1658340.3664479596,1658340.3664479596,0.0
2022,3,3110083,1658340.3664479596,1371227.4713457297,287112.8951022299
2022,2,3110083,1658340.3664479596,1371227.4713457297,287112.8951022299
2022,1,3110083,1658340.3664479596,1371227.4713457297,287112.8951022299
2022,4,3110084,1332916.0787792923,1322353.8915619082,10562.187217384111
2022,3,3110084,1322353.8915619082,1211843.6988586693,110510.19270323892
2022,2,3110084,1322353.8915619082,1211843.6988586693,110510.19270323892
2022,1,3110084,1322353.8915619082,1211843.6988586693,110510.19270323892
2022,4,3110085,1379377.5250610076,1379377.5250610076,0.0
2022,3,3110085,1379377.5250610076,1244214.1484048208,135163.37665618677
2022,2,3110085,1379377.5250610076,1244214.1484048208,135163.37665618677
2022,1,3110085,1379377.5250610076,1244214.1484048208,135163.37665618677
2022,4,3110065,2016222.9890198093,2016222.9890198093,0.0
2022,3,3110065,2016222.9890198093,1229290.2786335736,786932.7103862357
2022,2,3110065,2016222.9890198093,1229290.2786335736,786932.7103862357
2022,1,3110065,2016222.9890198093,1229290.2786335736,786932.7103862357
2022,4,3110066,1381449.060251525,1381449.060251525,0.0
2022,3,3110066,1381449.060251525,1205621.3010835808,175827.75916794408
2022,2,3110066,1381449.060251525,1205621.3010835808,175827.75916794408
2022,1,3110066,1381449.060251525,1205621.3010835808,175827.75916794408
2022,1,3110070,3074383.2203867906,2055762.273873095,1018620.9465136956
2022,4,3110067,1295834.022288885,1275790.3809175214,20043.64137136354
2022,3,3110067,1275790.3809175214,1059851.470735474,215938.9101820474
2022,2,3110067,1275790.3809175214,1059851.470735474,215938.9101820474
2022,1,3110067,1275790.3809175214,1059851.470735474,215938.9101820474
2022,4,3110068,1727441.210724214,1753472.259648825,-26031.04892461095
2022,3,3110068,1753472.259648825,1325999.0749995788,427473.1846492463
2022,2,3110068,1753472.259648825,1325999.0749995788,427473.1846492463
2022,1,3110068,1753472.259648825,1325999.0749995788,427473.1846492463
2022,4,3110069,1484983.3297537554,1484983.3297537554,0.0
2022,3,3110069,1484983.3297537554,1187887.6093157763,297095.7204379791
2022,2,3110069,1484983.3297537554,1187887.6093157763,297095.7204379791
2022,1,3110069,1484983.3297537554,1187887.6093157763,297095.7204379791
2022,4,3110070,3074383.2203867906,3074383.2203867906,0.0
2022,3,3110070,3074383.2203867906,2055762.273873095,1018620.9465136956
2022,4,3110071,1564207.6825067832,1564207.6825067832,0.0
2022,3,3110071,1564207.6825067832,1196604.1245401662,367603.55796661694
2022,2,3110071,1564207.6825067832,1196604.1245401662,367603.55796661694
2022,1,3110071,1564207.6825067832,1196604.1245401662,367603.55796661694
2022,4,3110073,2780392.974242944,2780392.974242944,0.0
2022,3,3110073,2780392.974242944,2350762.918511792,429630.0557311517
2022,2,3110073,2780392.974242944,2350762.918511792,429630.0557311517
2022,1,3110073,2780392.974242944,2350762.918511792,429630.0557311517
2022,4,3110074,1939956.412377851,1939956.412377851,0.0
2022,3,3110074,1939956.412377851,1554866.707673301,385089.7047045501
2022,2,3110074,1939956.412377851,1554866.707673301,385089.7047045501
2022,1,3110074,1939956.412377851,1554866.707673301,385089.7047045501
2022,4,3110075,1835963.0073295643,1835963.0073295643,0.0
2022,3,3110075,1835963.0073295643,1480357.3427229195,355605.6646066448
2022,2,3110075,1835963.0073295643,1480357.3427229195,355605.6646066448
2022,1,3110075,1835963.0073295643,1480357.3427229195,355605.6646066448
2022,4,3110077,1610625.2516784999,1610625.2516784999,0.0
2022,3,3110077,1610625.2516784999,1268508.193651907,342117.05802659295
2022,2,3110077,1610625.2516784999,1268508.193651907,342117.05802659295
2022,1,3110077,1610625.2516784999,1268508.193651907,342117.05802659295
2022,4,3110078,1853685.9918425737,1853685.9918425737,0.0
2022,3,3110078,1853685.9918425737,1354305.59989924,499380.39194333367
2022,2,3110078,1853685.9918425737,1354305.59989924,499380.39194333367
2022,1,3110078,1853685.9918425737,1354305.59989924,499380.39194333367
2022,4,3110110,1189650.0976245964,1189650.0976245964,0.0
2022,3,3110110,1189650.0976245964,1003376.2324239033,186273.86520069314
2022,2,3110110,1189650.0976245964,1003376.2324239033,186273.86520069314
2022,1,3110110,1189650.0976245964,1003376.2324239033,186273.86520069314
2022,4,3110087,2336146.0896845176,2336146.0896845176,0.0
2022,3,3110087,2336146.0896845176,2276881.7889764104,59264.300708107185
2022,2,3110087,2336146.0896845176,2276881.7889764104,59264.300708107185
2022,1,3110087,2336146.0896845176,2276881.7889764104,59264.300708107185
2022,4,3110088,4116097.2775578857,4116097.2775578857,0.0
2022,3,3110088,4116097.2775578857,3243256.3753749286,872840.9021829572
2022,2,3110088,4116097.2775578857,3243256.3753749286,872840.9021829572
2022,1,3110088,4116097.2775578857,3243256.3753749286,872840.9021829572
2022,4,3110089,4493644.900311272,4493644.900311272,0.0
2022,3,3110089,4493644.900311272,3594832.490341375,898812.4099698965
2022,2,3110089,4493644.900311272,3594832.490341375,898812.4099698965
2022,1,3110089,4493644.900311272,3594832.490341375,898812.4099698965
2022,1,3110107,1507792.219106477,1123928.970737377,383863.24836910004
2022,4,3110090,2185375.825197707,2154808.1727888975,30567.6524088094
2022,3,3110090,2154808.1727888975,1829481.2302346975,325326.94255420007
2022,2,3110090,2154808.1727888975,1829481.2302346975,325326.94255420007
2022,1,3110090,2154808.1727888975,1829481.2302346975,325326.94255420007
2022,4,3110092,4135175.8133008606,4135175.8133008606,0.0
2022,3,3110092,4135175.8133008606,3191598.514373323,943577.2989275376
2022,2,3110092,4135175.8133008606,3191598.514373323,943577.2989275376
2022,1,3110092,4135175.8133008606,3191598.514373323,943577.2989275376
2022,4,3110093,3208149.4556184416,3208149.4556184416,0.0
2022,3,3110093,3208149.4556184416,2735200.4247460403,472949.0308724013
2022,2,3110093,3208149.4556184416,2735200.4247460403,472949.0308724013
2022,1,3110093,3208149.4556184416,2735200.4247460403,472949.0308724013
2022,4,3110095,1990536.3320144657,1983205.2035973247,7331.128417141037
2022,3,3110095,1983205.2035973247,1692973.359488006,290231.8441093187
2022,2,3110095,1983205.2035973247,1692973.359488006,290231.8441093187
2022,1,3110095,1983205.2035973247,1692973.359488006,290231.8441093187
2022,4,3110096,1487928.1893381788,1487928.1893381788,0.0
2022,3,3110096,1487928.1893381788,1371577.3452430877,116350.8440950911
2022,2,3110096,1487928.1893381788,1371577.3452430877,116350.8440950911
2022,1,3110096,1487928.1893381788,1371577.3452430877,116350.8440950911
2022,4,3110098,2863274.404489402,2863274.404489402,0.0
2022,3,3110098,2863274.404489402,2205994.19266459,657280.211824812
2022,2,3110098,2863274.404489402,2205994.19266459,657280.211824812
2022,1,3110098,2863274.404489402,2205994.19266459,657280.211824812
2022,4,3110099,3123858.015979017,3123858.015979017,0.0
2022,3,3110099,3123858.015979017,2624835.067585143,499022.94839387434
2022,2,3110099,3123858.015979017,2624835.067585143,499022.94839387434
2022,1,3110099,3123858.015979017,2624835.067585143,499022.94839387434
2022,4,3110102,1105049.5872393588,1105049.5872393588,0.0
2022,3,3110102,1105049.5872393588,998691.2011848643,106358.38605449453
2022,2,3110102,1105049.5872393588,998691.2011848643,106358.38605449453
2022,1,3110102,1105049.5872393588,998691.2011848643,106358.38605449453
2022,4,3110103,1889252.6446023493,1889252.6446023493,0.0
2022,3,3110103,1889252.6446023493,1101758.749857767,787493.8947445822
2022,2,3110103,1889252.6446023493,1101758.749857767,787493.8947445822
2022,1,3110103,1889252.6446023493,1101758.749857767,787493.8947445822
2022,4,3110104,1304096.1255961459,1304096.1255961459,0.0
2022,3,3110104,1304096.1255961459,996761.7908924299,307334.334703716
2022,2,3110104,1304096.1255961459,996761.7908924299,307334.334703716
2022,1,3110104,1304096.1255961459,996761.7908924299,307334.334703716
2022,4,3110109,1518879.61746902,1518879.61746902,0.0
2022,3,3110109,1518879.61746902,1102383.8503873295,416495.7670816905
2022,2,3110109,1518879.61746902,1102383.8503873295,416495.7670816905
2022,1,3110109,1518879.61746902,1102383.8503873295,416495.7670816905
2022,4,3110129,2283322.879813038,2283322.879813038,0.0
2022,3,3110129,2283322.879813038,1501943.025217371,781379.8545956668
2022,2,3110129,2283322.879813038,1501943.025217371,781379.8545956668
2022,1,3110129,2283322.879813038,1501943.025217371,781379.8545956668
2022,4,3110130,1259158.5338618523,1259158.5338618523,0.0
2022,3,3110130,1259158.5338618523,923836.4537205411,335322.08014131116
2022,2,3110130,1259158.5338618523,923836.4537205411,335322.08014131116
2022,1,3110130,1259158.5338618523,923836.4537205411,335322.08014131116
2022,4,3110131,1643108.3583651714,1643108.3583651714,0.0
2022,3,3110131,1643108.3583651714,1312688.6030700249,330419.7552951465
2022,2,3110131,1643108.3583651714,1312688.6030700249,330419.7552951465
2022,1,3110131,1643108.3583651714,1312688.6030700249,330419.7552951465
2022,4,3110132,1646361.7454358698,1646361.7454358698,0.0
2022,3,3110132,1646361.7454358698,1293794.2992175112,352567.4462183586
2022,2,3110132,1646361.7454358698,1293794.2992175112,352567.4462183586
2022,1,3110132,1646361.7454358698,1293794.2992175112,352567.4462183586
2022,4,3110136,2046473.5946458923,2046473.5946458923,0.0
2022,3,3110136,2046473.5946458923,1554707.0443071097,491766.5503387826
2022,2,3110136,2046473.5946458923,1554707.0443071097,491766.5503387826
2022,1,3110136,2046473.5946458923,1554707.0443071097,491766.5503387826
2022,4,3110105,1467636.811822241,1467636.811822241,0.0
2022,3,3110105,1467636.811822241,988675.8639580025,478960.9478642384
2022,2,3110105,1467636.811822241,988675.8639580025,478960.9478642384
2022,1,3110105,1467636.811822241,988675.8639580025,478960.9478642384
2022,4,3110107,1507792.219106477,1507792.219106477,0.0
2022,3,3110107,1507792.219106477,1123928.970737377,383863.24836910004
2022,2,3110107,1507792.219106477,1123928.970737377,383863.24836910004
2022,4,3110112,1227031.5978069648,1227031.5978069648,0.0
2022,3,3110112,1227031.5978069648,958598.7280758047,268432.8697311601
2022,2,3110112,1227031.5978069648,958598.7280758047,268432.8697311601
2022,1,3110112,1227031.5978069648,958598.7280758047,268432.8697311601
2022,4,3110113,2216467.4237708948,2216467.4237708948,0.0
2022,3,3110113,2216467.4237708948,1128737.050802505,1087730.3729683897
2022,2,3110113,2216467.4237708948,1128737.050802505,1087730.3729683897
2022,1,3110113,2216467.4237708948,1128737.050802505,1087730.3729683897
2022,4,3110114,1647847.3627584733,1647847.3627584733,0.0
2022,3,3110114,1647847.3627584733,1325680.5591747465,322166.80358372675
2022,2,3110114,1647847.3627584733,1325680.5591747465,322166.80358372675
2022,1,3110114,1647847.3627584733,1325680.5591747465,322166.80358372675
2022,4,3110133,1594826.895816603,1594826.895816603,0.0
2022,3,3110133,1594826.895816603,1311475.3798875404,283351.5159290626
2022,2,3110133,1594826.895816603,1311475.3798875404,283351.5159290626
2022,1,3110133,1594826.895816603,1311475.3798875404,283351.5159290626
2022,4,3110134,3449215.5379904145,3449215.5379904145,0.0
2022,3,3110134,3449215.5379904145,2093546.585435453,1355668.9525549614
2022,2,3110134,3449215.5379904145,2093546.585435453,1355668.9525549614
2022,1,3110134,3449215.5379904145,2093546.585435453,1355668.9525549614
2022,4,3110135,1332773.4066592252,1332773.4066592252,0.0
2022,3,3110135,1332773.4066592252,1094747.4229558846,238025.98370334064
2022,2,3110135,1332773.4066592252,1094747.4229558846,238025.98370334064
2022,1,3110135,1332773.4066592252,1094747.4229558846,238025.98370334064
2022,4,3110115,1361822.8654138376,1361822.8654138376,0.0
2022,3,3110115,1361822.8654138376,994398.5821509802,367424.28326285735
2022,2,3110115,1361822.8654138376,994398.5821509802,367424.28326285735
2022,1,3110115,1361822.8654138376,994398.5821509802,367424.28326285735
2022,4,3110116,1215643.7568629587,1215643.7568629587,0.0
2022,3,3110116,1215643.7568629587,980931.2668763815,234712.4899865772
2022,2,3110116,1215643.7568629587,980931.2668763815,234712.4899865772
2022,1,3110116,1215643.7568629587,980931.2668763815,234712.4899865772
2022,4,3110117,1338001.4837603115,1298553.3064361985,39448.17732411297
2022,3,3110117,1298553.3064361985,1057025.8983312442,241527.4081049543
2022,2,3110117,1298553.3064361985,1057025.8983312442,241527.4081049543
2022,1,3110117,1298553.3064361985,1057025.8983312442,241527.4081049543
2022,4,3110118,1398849.978323266,1938199.13215628,-539349.1538330142
2022,3,3110118,1938199.13215628,1113959.732909394,824239.3992468861
2022,2,3110118,1938199.13215628,1113959.732909394,824239.3992468861
2022,1,3110118,1938199.13215628,1113959.732909394,824239.3992468861
2022,4,3110120,2456552.580739355,2456552.580739355,0.0
2022,3,3110120,2456552.580739355,2122441.558406638,334111.0223327172
2022,2,3110120,2456552.580739355,2122441.558406638,334111.0223327172
2022,1,3110120,2456552.580739355,2122441.558406638,334111.0223327172
2022,4,3110121,1045961.2809213963,928127.6037556869,117833.67716570944
2022,3,3110121,928127.6037556869,742675.8771140568,185451.72664163006
2022,2,3110121,928127.6037556869,742675.8771140568,185451.72664163006
