year_code,quarter_code,commercial_district_code,commercial_change_now,rdi_now,store_density_now,commercial_change_previous,rdi_previous,store_density_previous,rdi_diff,store_density_diff,commercial_change_diff
2022,1,3110762,1,4.33082931378055,0.0017187344978318,1,3.882500335140463,0.0016837178357368,0.44832897864008636,3.5016662095000047e-05,0
2022,1,3110757,2,3.903137014703324,0.0030167142274765,2,3.3740476147154057,0.0029215926076912,0.5290893999879183,9.51216197853e-05,0
2022,1,3110720,0,3.144849562895388,0.0020215815056739,2,3.2513894347581465,0.0020305663123657,-0.1065398718627586,-8.984806691799806e-06,-2
2022,1,3110785,1,3.670928258665279,0.0014676122586643,1,3.4214721231798,0.0013855718218446,0.24945613548547874,8.204043681970001e-05,0
2022,1,3110615,0,1.6211488108600676,0.0043146472614869,2,1.5810711721670334,0.0041858518208455,0.04007763869303416,0.00012879544064140023,-2
2022,1,3110792,2,3.188839088353411,0.0015086787514913,2,2.7325502245120665,0.0014394026863718,0.4562888638413445,6.927606511949991e-05,0
2022,1,3110554,2,2.5551094807226877,0.002019514049482,2,2.602203835060629,0.001908638768334,-0.04709435433794118,0.00011087528114800014,0
2022,1,3110714,0,2.148193441206337,0.0024157171259379,0,2.1780084320411164,0.0024442211628221,-0.029814990834779564,-2.8504036884200064e-05,0
2022,1,3110634,2,4.870248961772658,0.0017743555406762,2,4.175169410744315,0.0016613659189822,0.6950795510283427,0.00011298962169400007,0
2022,1,3110781,2,5.317545937973695,0.0014733840304182,2,4.951837242745566,0.0014377376425855,0.365708695228129,3.5646387832700055e-05,0
2022,1,3110089,3,1.8533846592650915,0.0005850215608752,3,2.0601820058836986,0.0005095349078591,-0.20679734661860705,7.54866530161e-05,0
2022,1,3110997,0,3.7341193696092874,0.0023336878175587,0,3.654671880070443,0.0022070863084687,0.07944748953884417,0.00012660150909000025,0
2022,1,3110059,1,2.4748077628892045,0.0022292434614709,1,2.6015280530944165,0.0021414779708618,-0.12672029020521203,8.776549060909985e-05,0
2022,1,3110320,1,2.6372033009955693,0.0009072523484605,1,2.239199451115323,0.0008883512578675,0.3980038498802463,1.8901090592999994e-05,0
2022,1,3110286,2,6.2666267372615305,0.0013995738876953,2,4.2240753928700014,0.001301514570723,2.042551344391529,9.805931697229992e-05,0
2022,1,3110415,0,4.376089313064455,0.0022277578629726,2,4.137230687086183,0.0022429471211292,0.23885862597827145,-1.5189258156599918e-05,-2
2022,1,3110107,1,2.7164989366456944,0.002117975755937,1,3.5739023106789976,0.0020729124419809,-0.8574033740333031,4.506331395609997e-05,0
2022,1,3110780,2,2.936499628698824,0.0008942390369733,2,3.075560975318875,0.0007451991974777,-0.13906134662005076,0.0001490398394956,0
2022,1,3110815,0,2.6214783938852397,0.0012298442197321,0,2.8512499765481336,0.001235310194042,-0.22977158266289388,-5.465974309899974e-06,0
2022,1,3110654,2,4.345278886975487,0.0018028780885147,0,5.384698411249675,0.0017196126346275,-1.0394195242741882,8.326545388720008e-05,2
2022,1,3110268,2,2.7766888729835384,0.0011791625138621,2,2.7043865464020302,0.0011230119179639,0.07230232658150815,5.615059589820018e-05,0
2022,1,3110337,2,1.861766015978332,0.0007294550639102,2,1.582735254783362,0.0006962980155506,0.27903076119497006,3.315704835959998e-05,0
2022,1,3110712,0,2.084014162066809,0.0031522589183661,0,1.981002639490133,0.0029717860795283,0.10301152257667612,0.0001804728388378001,0
2022,1,3110396,1,2.9767575970185134,0.0037190160653942,1,3.031903016174468,0.0034358422533084,-0.05514541915595439,0.0002831738120857999,0
2022,1,3110269,2,2.240088369558989,0.0015579435145607,2,2.171339975215647,0.0014381017057484,0.06874839434334179,0.00011984180881229999,0
2022,1,3110561,2,3.0114810874191176,0.0020267780370961,2,2.489090731525805,0.0017811079719936,0.5223903558933127,0.0002456700651024999,0
2022,1,3110458,2,2.943322942132562,0.0018204957479624,2,2.6436809726905564,0.0017025006531871,0.2996419694420056,0.0001179950947753001,0
2022,1,3110479,0,3.2506589827741976,0.0016814116036951,0,3.105717465128828,0.0016129820616843,0.14494151764536944,6.842954201080002e-05,0
2022,1,3110908,1,1.935979235610208,0.0079376131458014,1,2.3665452639597717,0.008668709093441,-0.4305660283495638,-0.0007310959476395998,0
2022,1,3110359,2,3.659311475856373,0.0011668008241453,2,4.795622580668434,0.001078183040033,-1.1363111048120609,8.861778411229987e-05,0
2022,1,3111019,2,3.958965828145847,0.0016466263307038,2,4.613192014955107,0.0014989223076838,-0.65422618680926,0.00014770402302,0
2022,1,3110498,2,2.5124932168828957,0.0009812008856857,2,2.5659386047296,0.0008943689488994,-0.05344538784670405,8.68319367862999e-05,0
2022,1,3110902,3,6.474940222582536,0.0013879305875173,3,5.568809399065862,0.0012722697052242,0.9061308235166736,0.00011566088229309998,0
2022,1,3110041,2,1.5101306139110475,0.001125919117647,2,1.5910041574762752,0.001141237745098,-0.08087354356522769,-1.531862745100007e-05,0
2022,1,3111061,2,3.7522526462348136,0.0019620032966218,2,4.136301663801895,0.0018422298395606,-0.3840490175670812,0.00011977345706119997,0
2022,1,3110892,2,3.205322365374663,0.0018852244571323,2,3.172027192899247,0.0017274811862293,0.033295172475416024,0.0001577432709029998,0
2022,1,3110689,2,3.6527248419594223,0.0013213348072405,2,3.766459158084962,0.0011745198286582,-0.11373431612553953,0.00014681497858230015,0
2022,1,3110868,2,2.611805375851578,0.0015397073415527,2,2.5812054296848173,0.0014370601854491,0.03059994616676054,0.00010264715610359986,0
2022,1,3110752,0,3.2698153468853803,0.0014484735078547,0,2.803515818813095,0.0013614407648934,0.46629952807228525,8.703274296130003e-05,0
2022,1,3110481,2,5.370887510836387,0.0031004243281471,0,3.507644420142949,0.0027496463932107,1.8632430906934383,0.00035077793493640003,2
2022,1,3110426,2,2.949324284183579,0.0018689863633217,2,2.9863620676967,0.0017228516270949,-0.037037783513120814,0.00014613473622680003,0
2022,1,3110315,0,3.4871335514489474,0.0021228219523496,0,3.0745372484476667,0.0020797189685455,0.4125963030012807,4.3102983804099975e-05,0
2022,1,3110316,0,5.471250065978187,0.0019156345677918,0,4.9946682569083976,0.0018491963746892,0.4765818090697893,6.643819310259993e-05,0
2022,1,3110725,3,2.385929831569101,0.0030824750018795,3,2.345244098604095,0.0030072926847605,0.04068573296500588,7.518231711899992e-05,0
2022,1,3110836,1,5.065402602659762,0.0018052799226189,1,4.324916268640453,0.0017260644063839,0.7404863340193089,7.921551623499994e-05,0
2022,1,3110434,2,3.031337130543954,0.0025203465476503,2,4.090108651604311,0.0024415857180362,-1.0587715210603568,7.876082961409984e-05,0
2022,1,3110778,0,2.308386230846589,0.0017660431851223,0,2.32012709208982,0.0017123788894417,-0.011740861243231038,5.366429568059994e-05,0
2022,1,3110056,2,2.309251735344694,0.003178840649039,2,2.1576464862111333,0.0030708217920328,0.15160524913356088,0.00010801885700620004,0
2022,1,3111012,2,3.475003561297675,0.002211106878447,2,3.217544048752982,0.0019626679033406,0.25745951254469324,0.00024843897510639984,0
2022,1,3110535,1,2.3976178057407376,0.0014421274263793,1,2.4188076871892026,0.0014421274263793,-0.02118988144846501,0.0,0
2022,1,3110512,3,1.6985292616494212,0.0008620383207138,3,1.6668261636779889,0.0007909423767374,0.03170309797143234,7.109594397640005e-05,0
2022,1,3110336,0,2.2637455392015355,0.0009911436518847,2,2.518847569066436,0.0009591712760175,-0.25510202986490027,3.1972375867200006e-05,-2
2022,1,3110131,3,2.349287385881687,0.0033519129412656,3,2.622377051898233,0.0029348197019679,-0.27308966601654605,0.00041709323929770004,0
2022,1,3110658,1,1.841161926708916,0.0020967545885498,1,1.8384004262616036,0.0020359790932296,0.0027615004473124927,6.077549532020011e-05,0
2022,1,3111088,2,2.2487536345965107,0.002079002079002,2,1.952568907286188,0.0020510960108275,0.29618472731032264,2.7906068174500184e-05,0
2022,1,3110608,2,2.471749997909455,0.0010639419047571,2,2.557351477868396,0.0010087373719631,-0.08560147995894107,5.5204532793999995e-05,0
2022,1,3110857,1,3.833463206651708,0.0012422360248447,1,3.8704898637001786,0.0011717545482577,-0.037026657048470746,7.048147658699996e-05,0
2022,1,3110826,2,6.694869619612732,0.0018586396486738,2,5.630626876319653,0.0017462567861959,1.0642427432930797,0.00011238286247790014,0
2022,1,3110943,1,3.1203279308503347,0.0028337476747622,3,3.3024560235245533,0.002712052989343,-0.1821280926742186,0.00012169468541920001,-2
2022,1,3110823,2,3.2941227187170736,0.0011298286050006,2,4.4017101467651445,0.0010281440305505,-1.1075874280480709,0.00010168457445010001,0
2022,1,3110135,1,1.6214891533765403,0.0012430353460756,0,1.5596094615891605,0.001126043784092,0.06187969178737984,0.00011699156198359995,1
2022,1,3111030,0,3.039655178185971,0.0035159395808371,0,2.6886508412879744,0.0032998762546404,0.3510043368979967,0.0002160633261966997,0
2022,1,3110275,0,1.820646047474931,0.0024241057586605,0,1.693668475488496,0.002395918482397,0.126977571986435,2.8187276263500188e-05,0
2022,1,3110300,3,2.863795891599559,0.0018565867070961,2,3.1479885082254304,0.0017730724261541,-0.28419261662587125,8.351428094199994e-05,1
2022,1,3110684,2,3.805564993773651,0.0013372559507889,2,3.816433717787162,0.0012481055540697,-0.010868724013511244,8.915039671919989e-05,0
2022,1,3110051,3,3.3788095843338075,0.0016706390751342,3,2.7875752104950053,0.0014924375737865,0.5912343738388022,0.00017820150134770013,0
2022,1,3110853,2,2.537008398973312,0.0010870515912186,2,2.608986305667746,0.0010370722077143,-0.07197790669443416,4.997938350430006e-05,0
2022,1,3110992,2,1.5533676705460175,0.0025852260452522,2,1.4603737462191655,0.0023115809485403,0.09299392432685205,0.0002736450967119001,0
2022,1,3110362,2,3.09572124617338,0.0013295825110915,2,3.1960145832403777,0.0011966242599823,-0.10029333706699761,0.00013295825110919992,0
2022,1,3110262,2,1.9176356407945272,0.0025005124000819,2,1.965522696347856,0.0021643779463004,-0.04788705555332884,0.0003361344537815003,0
2022,1,3110257,2,2.8306878147786216,0.0009796375341123,2,2.771385851758468,0.0009184101882303,0.05930196302015345,6.122734588199998e-05,0
2022,1,3110305,0,3.793304246092468,0.0016143911439114,0,3.85372462974002,0.0016415237681788,-0.060420383647551645,-2.7132624267400167e-05,0
2022,1,3110947,1,1.3282233205752318,0.0002825490634675,3,1.2492672214928282,0.0002707761858231,0.07895609908240364,1.1772877644400034e-05,-2
2022,1,3110995,1,2.823958181206089,0.0007983251464274,1,2.575641463040683,0.0007657404465733,0.2483167181654058,3.258469985409991e-05,0
2022,1,3110591,1,4.174639630320443,0.0017242054939456,1,3.992990880956404,0.0016458325169481,0.18164874936403885,7.837297699749999e-05,0
2022,1,3110169,2,2.778163818577437,0.0017483443708609,2,2.505927468776082,0.0016688741721854,0.2722363498013549,7.947019867549998e-05,0
2022,1,3110146,1,3.7392046481103423,0.0017401880525798,3,3.769167810613921,0.0017869673013051,-0.029963162503578555,-4.677924872529995e-05,-2
2022,1,3110182,1,2.3258152687698104,0.0017084475117561,1,2.2409039056857147,0.0017084475117561,0.08491136308409564,0.0,0
2022,1,3110380,1,2.8105460260139767,0.0006912897491605,1,3.334091659413549,0.000592534070709,-0.5235456333995723,9.875567845150002e-05,0
2022,1,3110009,2,2.931357456369787,0.0005608336230973,2,2.706256110183788,0.0005327919419425,0.22510134618599897,2.8041681154800015e-05,0
2022,1,3110539,1,1.3530593003216755,0.0017689170065762,1,1.2917110846928503,0.0017689170065762,0.0613482156288252,0.0,0
2022,1,3110071,1,1.706253772723145,0.002735485728683,1,1.665581828994658,0.0026634992621387,0.04067194372848704,7.198646654430017e-05,0
2022,1,3110074,3,1.625288608527923,0.0019353864164196,3,1.556103644830757,0.0018032136855421,0.06918496369716598,0.00013217273087750008,0
2022,1,3110098,2,1.468573983489421,0.0017868353696817,2,1.4105046225575082,0.0015936639783648,0.05806936093191273,0.00019317139131690012,0
2022,1,3110283,1,3.973861864331736,0.001704464750722,1,3.7034656460810407,0.001704464750722,0.27039621825069515,0.0,0
2022,1,3111054,2,1.7356721187508466,0.0029604839747715,3,1.6028715253803896,0.0029604839747715,0.13280059337045702,0.0,-1
2022,1,3110443,1,2.4280391792749536,0.0012439073923639,1,2.833325312165731,0.001167749796913,-0.4052861328907773,7.615759545090005e-05,0
2022,1,3110824,3,2.318801354901818,0.001451069096496,3,2.2282730249688467,0.0012376765823054,0.09052832993297111,0.0002133925141906,0
2022,1,3110805,0,2.5976193187179213,0.0015402801160583,0,2.127361099655672,0.0015402801160583,0.47025821906224907,0.0,0
2022,1,3110622,2,4.577145055695366,0.0017372637542601,2,5.033810762045938,0.0015823485150267,-0.4566657063505719,0.00015491523923340006,0
2022,1,3110395,3,1.7832074413116534,0.002172587284647,3,2.044601174431949,0.0021344717182497,-0.26139373312029557,3.811556639730018e-05,0
2022,1,3110350,3,2.9422167422780974,0.0011811859637946,3,2.763795344055296,0.0011546424589902,0.17842139822280156,2.654350480440007e-05,0
2022,1,3110389,3,4.652563409306702,0.0012289657780298,3,3.785314326559276,0.0011533371147664,0.867249082747426,7.562866326339983e-05,0
2022,1,3111053,1,3.3151084430866224,0.0016875826808251,1,3.3985477615296844,0.0015159641031141,-0.08343931844306196,0.00017161857771100003,0
2022,1,3110049,3,3.241763842172104,0.0020935594754784,3,2.563402841593985,0.0019945397705571,0.6783610005781187,9.901970492130025e-05,0
2022,1,3110835,3,2.979740351111112,0.0016789455219766,3,2.634092021584105,0.0016037688568135,0.34564832952700675,7.51766651631001e-05,0
2022,1,3110078,1,1.6956979092539508,0.0052475780409041,1,1.7386182165447046,0.0051803013993541,-0.0429203072907538,6.727664154999955e-05,0
2022,1,3110401,1,4.293043293690013,0.0012285835548506,1,3.441024182404572,0.0012732593204816,0.8520191112854407,-4.4675765630999885e-05,0
2022,1,3110543,1,2.570865548256298,0.0013197586726998,1,3.299475178133512,0.001131221719457,-0.728609629877214,0.00018853695324280001,0
2022,3,3110102,2,2.983351613886331,0.0041520096880226,2,2.5534296884140177,0.0039501758837437,0.4299219254723132,0.00020183380427889978,0
2022,3,3110315,0,3.24519465942424,0.0020366159847415,0,3.099970046614437,0.0021012704604476,0.1452246128098027,-6.465447570609987e-05,0
2022,3,3110316,0,5.567832919989456,0.0019599266965269,0,4.930321695694105,0.0018879519873324,0.6375112242953511,7.197470919449982e-05,0
2022,3,3110725,3,2.272575459138789,0.0032328396361175,3,2.235830590556575,0.0030323534571335,0.03674486858221382,0.00020048617898400008,0
2022,3,3110836,1,5.100765784209176,0.0017969414472257,1,4.771025706478463,0.0017719260210463,0.3297400777307127,2.5015426179400124e-05,0
2022,3,3110434,2,2.5449618092515376,0.0025991073772643,2,3.6996989348106313,0.002572853767393,-1.1547371255590937,2.6253609871300116e-05,0
2022,3,3110778,0,2.213070429774913,0.0017514074681185,0,2.251003029414143,0.0017318931787801,-0.0379325996392299,1.9514289338400017e-05,0
2022,3,3110033,1,3.4028964777439654,0.0013612605786641,1,3.2871046646144184,0.0013484184977333,0.115791813129547,1.2842080930799927e-05,0
2022,3,3110022,1,2.738828356318434,0.0016283938719218,1,2.9570046364507125,0.0016117776079226,-0.2181762801322784,1.66162639992e-05,0
2022,3,3110017,2,1.818128309854549,0.0006201180609385,2,1.9320569144770237,0.000596267366287,-0.11392860462247456,2.3850694651500015e-05,0
2022,3,3110615,2,1.6249246033356128,0.0043468461216472,2,1.5608409102119367,0.0043146472614869,0.06408369312367612,3.219886016029953e-05,0
2022,3,3110056,2,2.240457143563161,0.0031634093837524,2,2.3135842807117104,0.0030785374246761,-0.07312713714854935,8.487195907629997e-05,0
2022,3,3111012,2,3.21646220398074,0.0021945442801066,2,3.136870774965209,0.002095168690064,0.07959142901553085,9.937559004259992e-05,0
2022,3,3110191,0,1.8400824461235432,0.00180617129577,0,1.815028790751113,0.0017303878847586,0.025053655372430317,7.578341101139988e-05,0
2022,3,3110658,1,1.9853168023292116,0.0021119484623799,1,1.7785510062628411,0.0020511729670596,0.20676579606637047,6.077549532030029e-05,0
2022,3,3111088,2,1.99401655550689,0.002023189942653,2,2.19969276975642,0.0020929551130893,-0.2056762142495301,-6.976517043630033e-05,0
2022,3,3110608,0,2.4315027538910847,0.0010388489353053,2,2.520199640158165,0.0010388489353053,-0.08869688626708028,0.0,-2
2022,3,3110857,1,3.728757018327975,0.0012158054711246,1,4.088838890369549,0.001154134179111,-0.3600818720415737,6.167129201360005e-05,0
2022,3,3110826,2,5.884113777851478,0.0018327051419482,2,5.975765703948599,0.001789480964072,-0.09165192609712136,4.322417787620001e-05,0
2022,3,3110943,1,2.990653104479428,0.0027815928095825,3,3.042469350726496,0.0028163627197023,-0.051816246247068154,-3.47699101198003e-05,-2
2022,3,3110785,3,3.546938167231806,0.0015496526954841,1,3.5807270920402745,0.0013764562177535,-0.0337889248084684,0.00017319647773060011,2
2022,3,3110823,2,3.153671935997292,0.0010959337468506,2,4.1754757234782005,0.0010733371747505,-1.0218037874809087,2.2596572100099877e-05,0
2022,3,3110720,0,3.3144744673747955,0.002012596698982,0,3.083324086959394,0.0020485359257495,0.23115038041540137,-3.5939226767499766e-05,0
2022,3,3110135,1,1.569987157826233,0.0012064754829557,1,1.5556139556968898,0.0012137874555797,0.014373202129343232,-7.3119726240000824e-06,0
2022,3,3110286,2,6.893510978186844,0.0013817449209731,2,4.758788822120628,0.0013906594043342,2.134722156066217,-8.914483361100118e-06,0
2022,3,3110107,1,2.972929839974041,0.0022531656978054,1,2.7991965761698387,0.002117975755937,0.1737332638042024,0.00013518994186840008,0
2022,3,3110300,2,2.8325791322468974,0.0018373141807249,3,3.01864812211626,0.0018051933034395,-0.1860689898693626,3.212087728539999e-05,-1
2022,3,3110684,2,3.3297694642928164,0.0013194258714451,2,4.01749230065883,0.0012659356334135,-0.6877228363660137,5.349023803160008e-05,0
2022,3,3110051,3,3.2167953199332318,0.0016038135121288,3,3.3702325682032632,0.0015815383244603,-0.15343724827003147,2.2275187668500084e-05,0
2022,3,3110853,2,2.348480033468629,0.0010745567453425,2,2.697432767392113,0.0010620618994664,-0.3489527339234839,1.2494845876099897e-05,0
2022,3,3110131,3,2.4254116711234697,0.003374663481591,3,2.382392713368668,0.0032154096993136,0.04301895775480169,0.00015925378227740023,0
2022,3,3110512,3,1.6733377019484286,0.0008531513277167,3,1.641079313875481,0.0008087163627315,0.032258388072947675,4.4434964985200025e-05,0
2022,3,3110535,3,2.6597175479405286,0.0015863401690173,1,2.3868077405734343,0.0014132848778518,0.27290980736709436,0.0001730552911655,2
2022,3,3110336,0,2.366310475602713,0.0009751574639511,0,2.377533435572172,0.0009751574639511,-0.011222959969458657,0.0,0
2022,3,3110992,2,1.526556341526248,0.0025924272320078,2,1.5073036081072528,0.0024844094306741,0.019252733418995138,0.0001080178013337001,0
2022,3,3110995,1,2.6817982446170507,0.0007901789714639,1,2.5660525038631192,0.0007575942716097,0.11574574075393151,3.258469985419998e-05,0
2022,3,3110275,0,1.8396215294512792,0.0024804803111875,0,1.7991007881594838,0.00233954392987,0.04052074129179539,0.00014093638131750007,0
2022,3,3111030,0,2.9960066606777964,0.0034373710985838,0,2.768187919968005,0.0033195183752037,0.22781874070979136,0.00011785272338009963,0
2022,3,3110362,2,3.0801576766524863,0.0013225847084015,2,3.2364502940298294,0.0012945934976417,-0.15629261737734312,2.7991210759800017e-05,0
2022,3,3110305,0,3.782012737014394,0.0016143911439114,0,3.858383818983625,0.0016415237681788,-0.07637108196923093,-2.7132624267400167e-05,0
2022,3,3110591,1,4.143617172287912,0.0016066460284493,1,4.513389704587193,0.0017242054939456,-0.3697725322992813,-0.00011755946549630008,0
2022,3,3110262,2,1.9758549969518888,0.0024595203935232,2,1.9569820775530744,0.0023365443738471,0.018872919398814414,0.00012297601967610006,0
2022,3,3110257,2,2.6777153816340857,0.0009796375341123,2,2.6867359182532238,0.00095339724302,-0.009020536619138042,2.624029109229997e-05,0
2022,3,3110947,3,1.2864346425836195,0.0002707761858231,3,1.3415654572890008,0.0002825490634675,-0.05513081470538128,-1.1772877644400034e-05,0
2022,3,3110169,2,2.775585010792154,0.0017086092715231,2,2.8457008609570664,0.0017350993377483,-0.07011585016491262,-2.649006622519991e-05,0
2022,3,3110146,1,3.777532357374029,0.0017495439023249,1,3.6973030613085487,0.0017401880525798,0.08022929606548024,9.355849745099976e-06,0
2022,3,3110182,1,2.1574592181425447,0.0016407862241618,1,2.137260038738596,0.0016746168679589,0.020199179403948886,-3.3830643797099933e-05,0
2022,3,3110380,1,2.7419339039046298,0.0006912897491605,1,2.694382150986841,0.0006172229903219,0.0475517529177889,7.406675883860005e-05,0
2022,1,3110981,0,3.897492530186895,0.0028779539824059,0,3.624839582808735,0.0027889450963521,0.2726529473781598,8.90088860538e-05,0
2022,1,3110767,2,1.9561871036713987,0.0006601144198327,2,1.632591176812925,0.0005500953498606,0.3235959268584736,0.00011001906997209999,0
2022,1,3110742,1,2.1591674296482086,0.0033361134278565,1,2.3310693817494914,0.0031693077564637,-0.17190195210128278,0.0001668056713928002,0
2022,1,3110293,0,4.491084978009361,0.0023048979080546,0,3.536888173775829,0.0020919453839408,0.9541968042335323,0.00021295252411379986,0
2022,1,3110004,1,2.119392867074227,0.0013311325275544,1,1.6273840717782742,0.0012778872264522,0.49200879529595287,5.324530110219997e-05,0
2022,1,3110027,3,1.7061214903136572,0.0005098875697908,3,1.599963178200713,0.0005013894436276,0.10615831211294413,8.498126163200017e-06,0
2022,1,3110021,0,1.614314280762676,0.0015452965037666,0,1.6460898316923924,0.0015452965037666,-0.0317755509297164,0.0,0
2022,1,3110519,1,5.985996758980026,0.0008476115517345,3,5.209667245838521,0.0008303133568012,0.7763295131415049,1.729819493329998e-05,-2
2022,1,3110717,2,2.379082303426043,0.0019403911828624,2,2.422614114603235,0.0018918814032909,-0.04353181117719229,4.8509779571499984e-05,0
2022,1,3110082,3,1.9306975734112743,0.0021647455721113,3,2.055008821185455,0.0019820073095305,-0.12431124777418079,0.00018273826258080042,0
2022,1,3110849,0,5.543705590774803,0.0013929914070891,0,6.80023473621925,0.0013174677765843,-1.2565291454444463,7.552363050479993e-05,0
2022,1,3110810,0,3.8129498921933695,0.0021082698585418,0,3.549687656234344,0.0020657644178454,0.26326223595902576,4.250544069639992e-05,0
2022,1,3111063,2,3.345200012128839,0.0013951448957627,2,3.4294999687403287,0.0012689175004318,-0.0842999566114897,0.00012622739533089998,0
2022,1,3110869,2,2.1936019912295657,0.0019927992152069,3,2.25199840156327,0.0017565395144349,-0.05839641033370446,0.00023625970077200006,-1
2022,1,3110461,1,2.9775330384632603,0.0018866812098343,1,4.7412563242287575,0.001739284240316,-1.7637232857654972,0.0001473969695183,0
2022,1,3110578,1,3.308863411674677,0.0025815096025011,1,3.457735814234256,0.0025815096025011,-0.1488724025595789,0.0,0
2022,1,3110577,2,2.039401473785883,0.0040322580645161,2,2.2468810276535,0.0039170506912442,-0.20747955386761685,0.00011520737327190035,0
2022,1,3110365,2,2.2885911396586445,0.0011715902384837,2,2.455929380999959,0.0011368764536397,-0.16733824134131448,3.471378484399992e-05,0
2022,1,3110272,2,2.1312082832237405,0.0024051601618016,2,2.2333973506246365,0.0023299989067453,-0.10218906740089606,7.516125505629967e-05,0
2022,1,3110058,1,2.637234110544939,0.0019908568057808,1,2.475137039113977,0.0019687361746055,0.16209707143096175,2.21206311753e-05,0
2022,1,3110976,2,2.167459008513172,0.0031045868925418,2,2.2532280528397144,0.0029430765917737,-0.08576904432654242,0.0001615103007680998,0
2022,1,3110314,0,2.1311141251561048,0.0027826004233357,0,2.0622781570388264,0.0027112516945323,0.06883596811727832,7.134872880339973e-05,0
2022,1,3111064,2,1.9632329823298764,0.0025817555938037,2,2.366957999172242,0.0025426380848067,-0.4037250168423656,3.91175089969999e-05,0
2022,1,3110129,3,2.329709225127766,0.0022067248525313,3,2.2391798229988606,0.0021642878361365,0.09052940212890537,4.243701639480022e-05,0
2022,1,3110598,0,2.73822571743992,0.0019349662560762,0,2.5606784009252763,0.0018877719571475,0.1775473165146435,4.7194298928699904e-05,0
2022,1,3110092,0,4.414848975637791,0.0014074729204112,0,4.19880457999127,0.001274333590102,0.216044395646521,0.00013313933030920013,0
2022,1,3110371,2,2.734257297101723,0.0020220032160996,2,2.7400497766955025,0.0021493734974287,-0.005792479593779376,-0.0001273702813290997,0
2022,1,3110809,1,1.718030164853228,0.0019167923579688,1,1.603988440578425,0.0018225238813474,0.11404172427480286,9.426847662140012e-05,0
2022,1,3110144,2,1.5345113161358646,0.0014475834695307,2,1.6158363394774369,0.0014242353490544,-0.08132502334157232,2.334812047630002e-05,0
2022,1,3110068,1,3.086363114657628,0.0020782867209865,1,2.8349757782286926,0.0019475335829112,0.2513873364289352,0.00013075313807530005,0
2022,1,3110866,2,2.8833178275214064,0.0009683944736955,0,3.850798769197217,0.0008464485029338,-0.9674809416758108,0.0001219459707616999,2
2022,1,3110568,2,2.356871130627036,0.0028939544103072,2,2.1343349307436776,0.0025768087215064,0.22253619988335815,0.00031714568880079983,0
2022,1,3110064,1,3.0037058784905373,0.0013226909920182,1,2.6183591503483648,0.0012770809578107,0.3853467281421725,4.561003420750008e-05,0
2022,1,3110817,0,4.881917747600742,0.0008132442637234,0,4.489602596745136,0.0007357924290831,0.3923151508556062,7.745183464029999e-05,0
