year_code,quarter_code,commercial_district_code,monthly_average_income_amount_now,expenditure_total_amount_now,monthly_average_income_amount_previous,expenditure_total_amount_previous,income_diff,expend_diff
2022,1,3110199,2100044.0,603355743.0,2100044.0,603355743.0,0.0,0.0
2022,1,3110200,2389018.0,484974900.0,2389018.0,484974900.0,0.0,0.0
2022,1,3110201,2140881.0,221045467.0,2140881.0,221045467.0,0.0,0.0
2022,1,3110203,2494473.0,832921974.0,2494473.0,832921974.0,0.0,0.0
2022,1,3110204,2670116.0,1487270554.0,2670116.0,1487270554.0,0.0,0.0
2022,1,3110205,2724291.0,1340587476.0,2724291.0,1340587476.0,0.0,0.0
2022,1,3110206,2399037.0,1650193969.0,2399037.0,1650193969.0,0.0,0.0
2022,1,3110207,2272238.0,451116632.0,2272238.0,451116632.0,0.0,0.0
2022,1,3110208,2633460.0,369532496.0,2633460.0,369532496.0,0.0,0.0
2022,1,3110209,2349901.0,290747659.0,2349901.0,290747659.0,0.0,0.0
2022,1,3110210,2527464.0,1657454374.0,2527464.0,1657454374.0,0.0,0.0
2022,1,3110211,2555583.0,1598657545.0,2555583.0,1598657545.0,0.0,0.0
2022,1,3110212,2236709.0,732844534.0,2236709.0,732844534.0,0.0,0.0
2022,1,3110213,2393882.0,370015601.0,2393882.0,370015601.0,0.0,0.0
2022,1,3110214,2726860.0,1062303524.0,2726860.0,1062303524.0,0.0,0.0
2022,1,3110215,2486293.0,759045970.0,2486293.0,759045970.0,0.0,0.0
2022,1,3110216,2293645.0,616734755.0,2293645.0,616734755.0,0.0,0.0
2022,1,3110217,2349929.0,630665293.0,2349929.0,630665293.0,0.0,0.0
2022,1,3110218,2222772.0,1197403054.0,2222772.0,1197403054.0,0.0,0.0
2022,1,3110219,2369686.0,3112290104.0,2369686.0,3112290104.0,0.0,0.0
2022,1,3110220,2274022.0,1052784773.0,2274022.0,1052784773.0,0.0,0.0
2022,1,3110221,2325126.0,792796632.0,2325126.0,792796632.0,0.0,0.0
2022,1,3110224,2095350.0,479081821.0,2095350.0,479081821.0,0.0,0.0
2022,1,3110225,2167292.0,608524074.0,2167292.0,608524074.0,0.0,0.0
2022,1,3110226,2381620.0,5513795995.0,2381620.0,5513795995.0,0.0,0.0
2022,1,3110227,2336609.0,329706355.0,2336609.0,329706355.0,0.0,0.0
2022,1,3110228,2139784.0,2459321483.0,2139784.0,2459321483.0,0.0,0.0
2022,1,3110229,2741705.0,3867383324.0,2741705.0,3867383324.0,0.0,0.0
2022,1,3110230,2676850.0,1606983224.0,2676850.0,1606983224.0,0.0,0.0
2022,1,3110232,2615495.0,1496916254.0,2615495.0,1496916254.0,0.0,0.0
2022,1,3110233,2181045.0,2099117197.0,2181045.0,2099117197.0,0.0,0.0
2022,1,3110234,2799471.0,533976463.0,2799471.0,533976463.0,0.0,0.0
2022,1,3110236,2302638.0,4101752581.0,2302638.0,4101752581.0,0.0,0.0
2022,1,3110237,2246608.0,1798296072.0,2246608.0,1798296072.0,0.0,0.0
2022,1,3110238,2245554.0,494310950.0,2245554.0,494310950.0,0.0,0.0
2022,1,3110240,2203641.0,452109710.0,2203641.0,452109710.0,0.0,0.0
2022,1,3110241,2174657.0,1169696735.0,2174657.0,1169696735.0,0.0,0.0
2022,1,3110242,2262595.0,1548084171.0,2262595.0,1548084171.0,0.0,0.0
2022,1,3110243,2262344.0,2245670405.0,2262344.0,2245670405.0,0.0,0.0
2022,1,3110244,2396955.0,648060114.0,2396955.0,648060114.0,0.0,0.0
2022,1,3110245,2195985.0,823774016.0,2195985.0,823774016.0,0.0,0.0
2022,1,3110246,2485820.0,1582494821.0,2485820.0,1582494821.0,0.0,0.0
2022,1,3110247,2434899.0,3027505272.0,2434899.0,3027505272.0,0.0,0.0
2022,1,3110248,2317595.0,701632349.0,2317595.0,701632349.0,0.0,0.0
2022,1,3110249,2305998.0,2996600695.0,2305998.0,2996600695.0,0.0,0.0
2022,1,3110250,2376236.0,837452361.0,2376236.0,837452361.0,0.0,0.0
2022,1,3110251,2264168.0,1956561058.0,2264168.0,1956561058.0,0.0,0.0
2022,1,3110252,2187656.0,1609159460.0,2187656.0,1609159460.0,0.0,0.0
2022,1,3110253,2223931.0,1319802527.0,2223931.0,1319802527.0,0.0,0.0
2022,1,3110254,2442112.0,3064842846.0,2442112.0,3064842846.0,0.0,0.0
2022,1,3110255,2284611.0,3384168997.0,2284611.0,3384168997.0,0.0,0.0
2022,1,3110256,2229798.0,3381807066.0,2229798.0,3381807066.0,0.0,0.0
2022,1,3110257,2320274.0,1915817542.0,2320274.0,1915817542.0,0.0,0.0
2022,1,3110258,2284233.0,2427790906.0,2284233.0,2427790906.0,0.0,0.0
2022,1,3110259,2200617.0,1689907663.0,2200617.0,1689907663.0,0.0,0.0
2022,1,3110260,2329447.0,1131088424.0,2329447.0,1131088424.0,0.0,0.0
2022,1,3110261,2301363.0,2049190973.0,2301363.0,2049190973.0,0.0,0.0
2022,1,3110262,2463390.0,1871263107.0,2463390.0,1871263107.0,0.0,0.0
2022,1,3110263,2308576.0,3031564949.0,2308576.0,3031564949.0,0.0,0.0
2022,1,3110264,2323249.0,4528599068.0,2323249.0,4528599068.0,0.0,0.0
2022,1,3110265,2173587.0,566665128.0,2173587.0,566665128.0,0.0,0.0
2022,1,3110266,2281476.0,2303386088.0,2281476.0,2303386088.0,0.0,0.0
2022,1,3110267,2413882.0,2104376139.0,2413882.0,2104376139.0,0.0,0.0
2022,1,3110268,2273997.0,1193651496.0,2273997.0,1193651496.0,0.0,0.0
2022,1,3110269,2144758.0,559965390.0,2144758.0,559965390.0,0.0,0.0
2022,1,3110270,2375124.0,507501588.0,2375124.0,507501588.0,0.0,0.0
2022,1,3110271,2478703.0,248644769.0,2478703.0,248644769.0,0.0,0.0
2022,1,3110272,2478067.0,1698895571.0,2478067.0,1698895571.0,0.0,0.0
2022,1,3110273,2083484.0,1024587505.0,2083484.0,1024587505.0,0.0,0.0
2022,1,3110274,2273345.0,3038319662.0,2273345.0,3038319662.0,0.0,0.0
2022,1,3110275,2125813.0,373962029.0,2125813.0,373962029.0,0.0,0.0
2022,1,3110276,2568220.0,532575479.0,2568220.0,532575479.0,0.0,0.0
2022,1,3110277,2194639.0,2029877252.0,2194639.0,2029877252.0,0.0,0.0
2022,1,3110278,2079492.0,1703577835.0,2079492.0,1703577835.0,0.0,0.0
2022,1,3110280,3039241.0,472892235.0,3039241.0,472892235.0,0.0,0.0
2022,1,3110281,5645168.0,850269857.0,5645168.0,850269857.0,0.0,0.0
2022,1,3110282,2382980.0,854374378.0,2382980.0,854374378.0,0.0,0.0
2022,1,3110283,3079970.0,186734062.0,3079970.0,186734062.0,0.0,0.0
2022,1,3110284,2282983.0,1235665183.0,2282983.0,1235665183.0,0.0,0.0
2022,1,3110285,2801380.0,954339972.0,2801380.0,954339972.0,0.0,0.0
2022,1,3110381,2342222.0,142115105.0,2342222.0,142115105.0,0.0,0.0
2022,1,3110286,2990915.0,938905625.0,2990915.0,938905625.0,0.0,0.0
2022,1,3110287,2551003.0,653136039.0,2551003.0,653136039.0,0.0,0.0
2022,1,3110288,3002659.0,757952652.0,3002659.0,757952652.0,0.0,0.0
2022,1,3110289,2361624.0,2386560843.0,2361624.0,2386560843.0,0.0,0.0
2022,1,3110290,2464893.0,757215894.0,2464893.0,757215894.0,0.0,0.0
2022,1,3110291,2438553.0,1889956539.0,2438553.0,1889956539.0,0.0,0.0
2022,1,3110292,2356639.0,220628352.0,2356639.0,220628352.0,0.0,0.0
2022,1,3110293,2815753.0,853617494.0,2815753.0,853617494.0,0.0,0.0
2022,1,3110294,2398150.0,3660078558.0,2398150.0,3660078558.0,0.0,0.0
2022,1,3110295,2476680.0,2411285496.0,2476680.0,2411285496.0,0.0,0.0
2022,1,3110296,2619792.0,1285530434.0,2619792.0,1285530434.0,0.0,0.0
2022,1,3110297,2576371.0,2444848004.0,2576371.0,2444848004.0,0.0,0.0
2022,1,3110298,2812484.0,343629174.0,2812484.0,343629174.0,0.0,0.0
2022,1,3110299,2274929.0,1538894506.0,2274929.0,1538894506.0,0.0,0.0
2022,1,3110300,2475089.0,1866589661.0,2475089.0,1866589661.0,0.0,0.0
2022,1,3110301,2565696.0,1890630343.0,2565696.0,1890630343.0,0.0,0.0
2022,1,3110302,2299982.0,1121577415.0,2299982.0,1121577415.0,0.0,0.0
2022,1,3110303,2484720.0,1248500863.0,2484720.0,1248500863.0,0.0,0.0
2022,1,3110304,2783152.0,1298302405.0,2783152.0,1298302405.0,0.0,0.0
2022,1,3110305,2655140.0,2192021130.0,2655140.0,2192021130.0,0.0,0.0
2022,1,3110306,2549976.0,414264830.0,2549976.0,414264830.0,0.0,0.0
2022,1,3110307,4793914.0,1066063312.0,4793914.0,1066063312.0,0.0,0.0
2022,1,3110308,2332887.0,674164139.0,2332887.0,674164139.0,0.0,0.0
2022,1,3110309,2597964.0,592424353.0,2597964.0,592424353.0,0.0,0.0
2022,1,3110310,2635191.0,25871238.0,2635191.0,25871238.0,0.0,0.0
2022,1,3110312,3029259.0,630137365.0,3029259.0,630137365.0,0.0,0.0
2022,1,3110313,2933763.0,598267418.0,2933763.0,598267418.0,0.0,0.0
2022,1,3110314,2228729.0,605001037.0,2228729.0,605001037.0,0.0,0.0
2022,1,3110315,2481802.0,1492627885.0,2481802.0,1492627885.0,0.0,0.0
2022,1,3110316,2338258.0,1480103399.0,2338258.0,1480103399.0,0.0,0.0
2022,1,3110317,2653840.0,849284949.0,2653840.0,849284949.0,0.0,0.0
2022,1,3110318,2455269.0,598604830.0,2455269.0,598604830.0,0.0,0.0
2022,1,3110319,2546253.0,1269724257.0,2546253.0,1269724257.0,0.0,0.0
2022,1,3110320,2695914.0,423302361.0,2695914.0,423302361.0,0.0,0.0
2022,1,3110322,2239234.0,1269569146.0,2239234.0,1269569146.0,0.0,0.0
2022,1,3110323,2305196.0,830827248.0,2305196.0,830827248.0,0.0,0.0
2022,1,3110325,2313834.0,1370825532.0,2313834.0,1370825532.0,0.0,0.0
2022,1,3110326,2403594.0,701189960.0,2403594.0,701189960.0,0.0,0.0
2022,1,3110327,2271485.0,1524825637.0,2271485.0,1524825637.0,0.0,0.0
2022,1,3110328,2418189.0,947827164.0,2418189.0,947827164.0,0.0,0.0
2022,1,3110329,2267303.0,1185773622.0,2267303.0,1185773622.0,0.0,0.0
2022,1,3110330,2343085.0,867579842.0,2343085.0,867579842.0,0.0,0.0
2022,1,3110331,2180717.0,1054314080.0,2180717.0,1054314080.0,0.0,0.0
2022,1,3110332,2494905.0,349927022.0,2494905.0,349927022.0,0.0,0.0
2022,1,3110333,2417894.0,565279510.0,2417894.0,565279510.0,0.0,0.0
2022,1,3110334,2155704.0,930124441.0,2155704.0,930124441.0,0.0,0.0
2022,1,3110335,2308757.0,1558580910.0,2308757.0,1558580910.0,0.0,0.0
2022,1,3110336,2178041.0,875846109.0,2178041.0,875846109.0,0.0,0.0
2022,1,3110337,2464337.0,1500530983.0,2464337.0,1500530983.0,0.0,0.0
2022,1,3110340,2274868.0,856550736.0,2274868.0,856550736.0,0.0,0.0
2022,1,3110341,2488996.0,1054827745.0,2488996.0,1054827745.0,0.0,0.0
2022,1,3110342,2201024.0,1361805576.0,2201024.0,1361805576.0,0.0,0.0
2022,1,3110343,2229837.0,2282052450.0,2229837.0,2282052450.0,0.0,0.0
2022,1,3110344,2202243.0,603672511.0,2202243.0,603672511.0,0.0,0.0
2022,1,3110345,2321933.0,1497479873.0,2321933.0,1497479873.0,0.0,0.0
2022,1,3110346,2183976.0,555717873.0,2183976.0,555717873.0,0.0,0.0
2022,1,3110348,2285224.0,1530865675.0,2285224.0,1530865675.0,0.0,0.0
2022,1,3110349,2198275.0,583185740.0,2198275.0,583185740.0,0.0,0.0
2022,1,3110350,2197906.0,1300588720.0,2197906.0,1300588720.0,0.0,0.0
2022,1,3110351,2224693.0,1502999349.0,2224693.0,1502999349.0,0.0,0.0
2022,1,3110352,2189177.0,2464493386.0,2189177.0,2464493386.0,0.0,0.0
2022,1,3110353,2333462.0,1146015364.0,2333462.0,1146015364.0,0.0,0.0
2022,1,3110354,2149340.0,85006711.0,2149340.0,85006711.0,0.0,0.0
2022,1,3110355,2098159.0,1242161918.0,2098159.0,1242161918.0,0.0,0.0
2022,1,3110356,2222714.0,1642141145.0,2222714.0,1642141145.0,0.0,0.0
2022,1,3110357,2393561.0,509205185.0,2393561.0,509205185.0,0.0,0.0
2022,1,3110358,2318545.0,2051258165.0,2318545.0,2051258165.0,0.0,0.0
2022,1,3110359,2207523.0,3082552031.0,2207523.0,3082552031.0,0.0,0.0
2022,1,3110360,2228528.0,1912414594.0,2228528.0,1912414594.0,0.0,0.0
2022,1,3110361,2173601.0,1237340388.0,2173601.0,1237340388.0,0.0,0.0
2022,1,3110362,2217869.0,2897915430.0,2217869.0,2897915430.0,0.0,0.0
2022,1,3110363,2273144.0,255431586.0,2273144.0,255431586.0,0.0,0.0
2022,1,3110364,2211506.0,2608503271.0,2211506.0,2608503271.0,0.0,0.0
2022,1,3110365,2269545.0,2349648986.0,2269545.0,2349648986.0,0.0,0.0
2022,1,3110366,2224408.0,981951695.0,2224408.0,981951695.0,0.0,0.0
2022,1,3110367,2011108.0,777193789.0,2011108.0,777193789.0,0.0,0.0
