"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","상권_변화_지표","상권_변화_지표_명","운영_영업_개월_평균","폐업_영업_개월_평균","서울_운영_영업_개월_평균","서울_폐업_영업_개월_평균"
"20232","R","전통시장","3130093","동서시장","HH","정체","144","107","106","52"
"20233","R","전통시장","3130094","청량리청과물시장","HH","정체","130","67","107","52"
"20231","R","전통시장","3130094","청량리청과물시장","HH","정체","131","65","104","52"
"20232","R","전통시장","3130094","청량리청과물시장","HH","정체","130","66","106","52"
"20233","R","전통시장","3130095","청량리전통시장","HH","정체","148","60","107","52"
"20231","R","전통시장","3130095","청량리전통시장","HH","정체","146","60","104","52"
"20232","R","전통시장","3130095","청량리전통시장","HH","정체","147","60","106","52"
"20233","R","전통시장","3130096","동부시장","HH","정체","157","70","107","52"
"20231","R","전통시장","3130096","동부시장","HH","정체","160","68","104","52"
"20232","R","전통시장","3130096","동부시장","HH","정체","154","70","106","52"
"20233","R","전통시장","3130097","답십리 건축자재시장","HH","정체","126","52","107","52"
"20231","R","전통시장","3130097","답십리 건축자재시장","HL","상권축소","125","51","104","52"
"20232","R","전통시장","3130097","답십리 건축자재시장","HL","상권축소","124","51","106","52"
"20233","R","전통시장","3130169","대조시장","LH","상권확장","104","58","107","52"
"20231","R","전통시장","3130169","대조시장","LH","상권확장","100","58","104","52"
"20232","R","전통시장","3130169","대조시장","LH","상권확장","102","58","106","52"
"20233","R","전통시장","3130170","제일시장","HL","상권축소","124","50","107","52"
"20231","R","전통시장","3130170","제일시장","HL","상권축소","118","49","104","52"
"20232","R","전통시장","3130170","제일시장","HL","상권축소","120","49","106","52"
"20233","R","전통시장","3130171","불광먹자골목 골목형상점가","HH","정체","125","63","107","52"
"20231","R","전통시장","3130171","불광먹자골목 골목형상점가","HH","정체","123","63","104","52"
"20232","R","전통시장","3130171","불광먹자골목 골목형상점가","HH","정체","124","63","106","52"
"20233","R","전통시장","3130172","모래내시장(서중시장)","HH","정체","181","77","107","52"
"20231","R","전통시장","3130172","모래내시장(서중시장)","HH","정체","176","77","104","52"
"20232","R","전통시장","3130172","모래내시장(서중시장)","HH","정체","177","77","106","52"
"20233","R","전통시장","3130173","백련시장","LH","상권확장","86","69","107","52"
"20231","R","전통시장","3130173","백련시장","LH","상권확장","77","69","104","52"
"20232","R","전통시장","3130173","백련시장","LH","상권확장","83","64","106","52"
"20233","R","전통시장","3130174","연희사러가","HH","정체","210","79","107","52"
"20231","R","전통시장","3130174","연희사러가","HH","정체","192","80","104","52"
"20232","R","전통시장","3130174","연희사러가","HH","정체","201","79","106","52"
"20233","R","전통시장","3130175","신촌 상인회(신촌상점가)","HH","정체","151","55","107","52"
"20231","R","전통시장","3130175","신촌 상인회(신촌상점가)","HH","정체","155","55","104","52"
"20232","R","전통시장","3130175","신촌 상인회(신촌상점가)","HH","정체","153","55","106","52"
"20233","R","전통시장","3130281","우림시장","HH","정체","127","68","107","52"
"20231","R","전통시장","3130281","우림시장","HH","정체","127","68","104","52"
"20232","R","전통시장","3130281","우림시장","HH","정체","128","68","106","52"
"20233","R","전통시장","3130282","난곡 골목형상점가","HL","상권축소","123","48","107","52"
"20231","R","전통시장","3130282","난곡 골목형상점가","HL","상권축소","116","46","104","52"
"20232","R","전통시장","3130282","난곡 골목형상점가","HL","상권축소","125","44","106","52"
"20233","R","전통시장","3130283","신원시장","HL","상권축소","122","47","107","52"
"20231","R","전통시장","3130283","신원시장","HL","상권축소","119","47","104","52"
"20232","R","전통시장","3130283","신원시장","HL","상권축소","122","47","106","52"
"20233","R","전통시장","3130284","관악종합시장(신원시장)","HH","정체","151","54","107","52"
"20231","R","전통시장","3130284","관악종합시장(신원시장)","HH","정체","149","54","104","52"
"20232","R","전통시장","3130284","관악종합시장(신원시장)","HH","정체","155","54","106","52"
"20233","R","전통시장","3130100","답십리시장","LL","다이나믹","103","45","107","52"
"20231","R","전통시장","3130100","답십리시장","LL","다이나믹","100","46","104","52"
"20232","R","전통시장","3130100","답십리시장","LL","다이나믹","100","45","106","52"
"20233","R","전통시장","3130101","답십리현대시장","HH","정체","137","53","107","52"
"20231","R","전통시장","3130101","답십리현대시장","HH","정체","132","53","104","52"
"20232","R","전통시장","3130101","답십리현대시장","HH","정체","138","53","106","52"
"20233","R","전통시장","3130102","이문제일시장","HH","정체","136","57","107","52"
"20231","R","전통시장","3130102","이문제일시장","HH","정체","130","57","104","52"
"20232","R","전통시장","3130102","이문제일시장","HH","정체","133","57","106","52"
"20233","R","전통시장","3130176","유진상가","HH","정체","111","83","107","52"
"20231","R","전통시장","3130176","유진상가","HH","정체","112","65","104","52"
"20232","R","전통시장","3130176","유진상가","HH","정체","115","65","106","52"
"20233","R","전통시장","3130177","인왕시장(홍제골목형상점가)","HH","정체","139","67","107","52"
"20231","R","전통시장","3130177","인왕시장(홍제골목형상점가)","HH","정체","134","67","104","52"
"20232","R","전통시장","3130177","인왕시장(홍제골목형상점가)","HH","정체","136","67","106","52"
"20233","R","전통시장","3130178","이대 앞 스타트업 상점가","HL","상권축소","122","46","107","52"
"20231","R","전통시장","3130178","이대 앞 스타트업 상점가","HL","상권축소","121","46","104","52"
"20232","R","전통시장","3130178","이대 앞 스타트업 상점가","HL","상권축소","122","46","106","52"
"20233","R","전통시장","3130179","이화여대 3,5,7길 상점가","HL","상권축소","129","50","107","52"
"20231","R","전통시장","3130179","이화여대 3,5,7길 상점가","HL","상권축소","129","50","104","52"
"20232","R","전통시장","3130179","이화여대 3,5,7길 상점가","HL","상권축소","129","50","106","52"
"20233","R","전통시장","3130180","포방터시장","HH","정체","109","53","107","52"
"20231","R","전통시장","3130180","포방터시장","HH","정체","112","52","104","52"
"20232","R","전통시장","3130180","포방터시장","HH","정체","107","53","106","52"
"20233","R","전통시장","3130262","상도도깨비 골목형상점가","HH","정체","142","62","107","52"
"20231","R","전통시장","3130262","상도도깨비 골목형상점가","HH","정체","137","60","104","52"
"20232","R","전통시장","3130262","상도도깨비 골목형상점가","HH","정체","145","60","106","52"
"20233","R","전통시장","3130263","신노량진시장(기능상실)","HH","정체","151","63","107","52"
"20231","R","전통시장","3130263","신노량진시장(기능상실)","HH","정체","158","59","104","52"
"20232","R","전통시장","3130263","신노량진시장(기능상실)","HH","정체","148","63","106","52"
"20233","R","전통시장","3130285","서원동상점가","LH","상권확장","101","59","107","52"
"20231","R","전통시장","3130285","서원동상점가","LH","상권확장","99","59","104","52"
"20232","R","전통시장","3130285","서원동상점가","LH","상권확장","101","59","106","52"
"20233","R","전통시장","3130286","신신림시장(삼성동시장)","HL","상권축소","144","49","107","52"
"20231","R","전통시장","3130286","신신림시장(삼성동시장)","HL","상권축소","138","49","104","52"
"20232","R","전통시장","3130286","신신림시장(삼성동시장)","HL","상권축소","141","49","106","52"
"20233","R","전통시장","3130287","삼성동 시장(삼성동시장)","LH","상권확장","106","59","107","52"
"20231","R","전통시장","3130287","삼성동 시장(삼성동시장)","LH","상권확장","98","59","104","52"
"20232","R","전통시장","3130287","삼성동 시장(삼성동시장)","LH","상권확장","101","59","106","52"
"20233","R","전통시장","3130288","신림현대종합상가","LL","다이나믹","94","44","107","52"
"20231","R","전통시장","3130288","신림현대종합상가","LL","다이나믹","93","44","104","52"
"20232","R","전통시장","3130288","신림현대종합상가","LL","다이나믹","95","44","106","52"
"20233","R","전통시장","3130098","회기시장","HH","정체","115","53","107","52"
"20231","R","전통시장","3130098","회기시장","HH","정체","114","53","104","52"
"20232","R","전통시장","3130098","회기시장","HH","정체","117","52","106","52"
"20233","R","전통시장","3130099","전농로터리시장","HH","정체","159","61","107","52"
"20231","R","전통시장","3130099","전농로터리시장","HH","정체","156","61","104","52"
"20232","R","전통시장","3130099","전농로터리시장","HH","정체","158","61","106","52"
"20233","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","LL","다이나믹","96","47","107","52"
"20231","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","LL","다이나믹","93","47","104","52"
"20232","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","LL","다이나믹","94","47","106","52"
"20233","R","전통시장","3130166","응암시장(신응암시장)","HH","정체","113","62","107","52"
"20231","R","전통시장","3130166","응암시장(신응암시장)","HH","정체","114","63","104","52"
"20232","R","전통시장","3130166","응암시장(신응암시장)","HH","정체","109","63","106","52"
"20233","R","전통시장","3130167","연신내상점가(연빛거리)","LL","다이나믹","93","49","107","52"
"20231","R","전통시장","3130167","연신내상점가(연빛거리)","LL","다이나믹","90","49","104","52"
"20232","R","전통시장","3130167","연신내상점가(연빛거리)","LL","다이나믹","90","49","106","52"
"20233","R","전통시장","3130168","연서시장","HH","정체","135","55","107","52"
"20231","R","전통시장","3130168","연서시장","HH","정체","129","55","104","52"
"20232","R","전통시장","3130168","연서시장","HH","정체","133","55","106","52"
"20233","R","전통시장","3130267","본동인정시장(기능상실)","HH","정체","195","64","107","52"
"20231","R","전통시장","3130267","본동인정시장(기능상실)","HH","정체","189","64","104","52"
"20232","R","전통시장","3130267","본동인정시장(기능상실)","HH","정체","192","64","106","52"
"20233","R","전통시장","3130268","상도전통시장","LH","상권확장","103","53","107","52"
"20231","R","전통시장","3130268","상도전통시장","LH","상권확장","101","52","104","52"
"20232","R","전통시장","3130268","상도전통시장","LH","상권확장","103","52","106","52"
"20233","R","전통시장","3130182","영천시장","HH","정체","141","57","107","52"
"20231","R","전통시장","3130182","영천시장","HH","정체","140","56","104","52"
"20232","R","전통시장","3130182","영천시장","HH","정체","141","57","106","52"
"20233","R","전통시장","3130183","상암동상점가","LL","다이나믹","76","50","107","52"
"20231","R","전통시장","3130183","상암동상점가","LL","다이나믹","74","49","104","52"
"20232","R","전통시장","3130183","상암동상점가","LL","다이나믹","76","50","106","52"
"20233","R","전통시장","3130004","낙원시장(낙원지하시장(대일상가))","HH","정체","228","99","107","52"
"20231","R","전통시장","3130004","낙원시장(낙원지하시장(대일상가))","HH","정체","224","99","104","52"
"20232","R","전통시장","3130004","낙원시장(낙원지하시장(대일상가))","HH","정체","228","98","106","52"
"20233","R","전통시장","3130005","세운상가가동","HH","정체","229","94","107","52"
"20231","R","전통시장","3130005","세운상가가동","HH","정체","220","92","104","52"
"20232","R","전통시장","3130005","세운상가가동","HH","정체","223","92","106","52"
"20233","R","전통시장","3130007","광장시장(광장전통시장)","HH","정체","185","87","107","52"
"20231","R","전통시장","3130007","광장시장(광장전통시장)","HH","정체","186","85","104","52"
"20232","R","전통시장","3130007","광장시장(광장전통시장)","HH","정체","185","86","106","52"
"20233","R","전통시장","3130009","마전교지하쇼핑센터(구 한일상가)","HH","정체","137","81","107","52"
"20231","R","전통시장","3130009","마전교지하쇼핑센터(구 한일상가)","HH","정체","131","81","104","52"
"20232","R","전통시장","3130009","마전교지하쇼핑센터(구 한일상가)","HH","정체","134","81","106","52"
"20233","R","전통시장","3130010","종로신진시장","HH","정체","147","75","107","52"
"20231","R","전통시장","3130010","종로신진시장","HH","정체","149","74","104","52"
"20232","R","전통시장","3130010","종로신진시장","HH","정체","149","75","106","52"
"20233","R","전통시장","3130011","충신시장","HH","정체","109","70","107","52"
"20231","R","전통시장","3130011","충신시장","HH","정체","110","64","104","52"
"20232","R","전통시장","3130011","충신시장","HH","정체","115","65","106","52"
"20233","R","전통시장","3130012","동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)","HH","정체","144","82","107","52"
"20231","R","전통시장","3130012","동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)","HH","정체","142","81","104","52"
"20232","R","전통시장","3130012","동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)","HH","정체","143","82","106","52"
"20233","R","전통시장","3130013","동대문상가A동","HH","정체","161","83","107","52"
"20231","R","전통시장","3130013","동대문상가A동","HH","정체","152","84","104","52"
"20232","R","전통시장","3130013","동대문상가A동","HH","정체","155","84","106","52"
"20233","R","전통시장","3130014","동문시장","HH","정체","134","84","107","52"
"20231","R","전통시장","3130014","동문시장","HH","정체","130","82","104","52"
"20232","R","전통시장","3130014","동문시장","HH","정체","129","85","106","52"
"20233","R","전통시장","3130109","묵1동도깨비시장","LH","상권확장","103","53","107","52"
"20231","R","전통시장","3130109","묵1동도깨비시장","LH","상권확장","97","53","104","52"
"20232","R","전통시장","3130109","묵1동도깨비시장","LH","상권확장","101","53","106","52"
"20233","R","전통시장","3130110","면목골목시장(면목시장)","HH","정체","113","53","107","52"
"20231","R","전통시장","3130110","면목골목시장(면목시장)","HH","정체","111","52","104","52"
"20232","R","전통시장","3130110","면목골목시장(면목시장)","HH","정체","110","53","106","52"
"20233","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","HL","상권축소","117","51","107","52"
"20231","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","HL","상권축소","117","50","104","52"
"20232","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","HL","상권축소","116","51","106","52"
"20233","R","전통시장","3130184","마포농수산물시장","HH","정체","151","71","107","52"
"20231","R","전통시장","3130184","마포농수산물시장","HH","정체","147","70","104","52"
"20232","R","전통시장","3130184","마포농수산물시장","HH","정체","150","70","106","52"
"20233","R","전통시장","3130185","망원월드컵시장","HH","정체","119","52","107","52"
"20231","R","전통시장","3130185","망원월드컵시장","HH","정체","121","52","104","52"
"20232","R","전통시장","3130185","망원월드컵시장","HH","정체","121","52","106","52"
"20233","R","전통시장","3130186","망원시장","LH","상권확장","94","53","107","52"
"20231","R","전통시장","3130186","망원시장","LH","상권확장","94","52","104","52"
"20232","R","전통시장","3130186","망원시장","LH","상권확장","96","52","106","52"
"20233","R","전통시장","3130187","영진시장","LL","다이나믹","92","52","107","52"
"20231","R","전통시장","3130187","영진시장","LH","상권확장","79","54","104","52"
"20232","R","전통시장","3130187","영진시장","LH","상권확장","82","54","106","52"
"20233","R","전통시장","3130188","합정시장","HH","정체","131","53","107","52"
"20231","R","전통시장","3130188","합정시장","HL","상권축소","133","50","104","52"
"20232","R","전통시장","3130188","합정시장","HH","정체","131","54","106","52"
"20233","R","전통시장","3130189","서교시장","HL","상권축소","130","37","107","52"
"20231","R","전통시장","3130189","서교시장","HL","상권축소","137","36","104","52"
"20232","R","전통시장","3130189","서교시장","HL","상권축소","140","37","106","52"
"20233","R","전통시장","3130015","창신골목시장","HH","정체","122","57","107","52"
"20231","R","전통시장","3130015","창신골목시장","HH","정체","118","57","104","52"
"20232","R","전통시장","3130015","창신골목시장","HH","정체","121","57","106","52"
"20233","R","전통시장","3130016","동대문상가B동","LL","다이나믹","0","50","107","52"
"20231","R","전통시장","3130016","동대문상가B동","LL","다이나믹","0","50","104","52"
"20232","R","전통시장","3130016","동대문상가B동","LL","다이나믹","0","50","106","52"
"20233","R","전통시장","3130017","동대문상가C동","HH","정체","121","101","107","52"
"20231","R","전통시장","3130017","동대문상가C동","HH","정체","118","97","104","52"
"20232","R","전통시장","3130017","동대문상가C동","HH","정체","119","99","106","52"
"20233","R","전통시장","3130018","동대문문구완구거리(동대문문구완구시장)","HH","정체","157","72","107","52"
"20231","R","전통시장","3130018","동대문문구완구거리(동대문문구완구시장)","HH","정체","156","71","104","52"
"20232","R","전통시장","3130018","동대문문구완구거리(동대문문구완구시장)","HH","정체","157","72","106","52"
"20233","R","전통시장","3130019","동대문상가D동","LH","상권확장","107","68","107","52"
"20231","R","전통시장","3130019","동대문상가D동","LH","상권확장","96","69","104","52"
"20232","R","전통시장","3130019","동대문상가D동","LH","상권확장","100","69","106","52"
"20233","R","전통시장","3130020","동묘시장(동묘벼룩시장)","HH","정체","109","57","107","52"
"20231","R","전통시장","3130020","동묘시장(동묘벼룩시장)","HH","정체","108","56","104","52"
"20232","R","전통시장","3130020","동묘시장(동묘벼룩시장)","HH","정체","108","57","106","52"
"20233","R","전통시장","3130112","사가정시장","LL","다이나믹","107","49","107","52"
"20231","R","전통시장","3130112","사가정시장","HL","상권축소","107","48","104","52"
"20232","R","전통시장","3130112","사가정시장","LL","다이나믹","106","49","106","52"
"20233","R","전통시장","3130113","신아타운","HL","상권축소","117","50","107","52"
"20231","R","전통시장","3130113","신아타운","HL","상권축소","123","49","104","52"
"20232","R","전통시장","3130113","신아타운","HL","상권축소","122","49","106","52"
"20233","R","전통시장","3130114","유영시장","HH","정체","142","54","107","52"
"20231","R","전통시장","3130114","유영시장","HH","정체","136","54","104","52"
"20232","R","전통시장","3130114","유영시장","HH","정체","139","54","106","52"
"20233","R","전통시장","3130115","우림골목시장","HH","정체","123","54","107","52"
"20231","R","전통시장","3130115","우림골목시장","HH","정체","118","54","104","52"
"20232","R","전통시장","3130115","우림골목시장","HH","정체","120","54","106","52"
"20233","R","전통시장","3130116","동성타워프라자","LH","상권확장","81","52","107","52"
"20231","R","전통시장","3130116","동성타워프라자","LH","상권확장","78","52","104","52"
"20232","R","전통시장","3130116","동성타워프라자","LH","상권확장","79","52","106","52"
"20233","R","전통시장","3130117","정릉시장","HH","정체","141","59","107","52"
"20231","R","전통시장","3130117","정릉시장","HH","정체","136","59","104","52"
"20232","R","전통시장","3130117","정릉시장","HH","정체","138","59","106","52"
"20233","R","전통시장","3130190","홍대소상공인상점가","LL","다이나믹","77","46","107","52"
"20231","R","전통시장","3130190","홍대소상공인상점가","LL","다이나믹","77","46","104","52"
"20232","R","전통시장","3130190","홍대소상공인상점가","LL","다이나믹","77","46","106","52"
"20233","R","전통시장","3130264","상도약수골목형상점가","LL","다이나믹","104","50","107","52"
"20231","R","전통시장","3130264","상도약수골목형상점가","LL","다이나믹","98","50","104","52"
"20232","R","전통시장","3130264","상도약수골목형상점가","LL","다이나믹","100","50","106","52"
"20233","R","전통시장","3130265","노량진중앙시장","LH","상권확장","107","56","107","52"
"20231","R","전통시장","3130265","노량진중앙시장","LH","상권확장","101","55","104","52"
"20232","R","전통시장","3130265","노량진중앙시장","LH","상권확장","105","55","106","52"
"20233","R","전통시장","3130266","만양로상점가","LH","상권확장","104","54","107","52"
"20231","R","전통시장","3130266","만양로상점가","LH","상권확장","99","55","104","52"
"20232","R","전통시장","3130266","만양로상점가","LH","상권확장","101","55","106","52"
"20233","R","전통시장","3130001","통인시장","LH","상권확장","105","57","107","52"
"20231","R","전통시장","3130001","통인시장","HH","정체","105","55","104","52"
"20232","R","전통시장","3130001","통인시장","LH","상권확장","105","55","106","52"
"20233","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","HH","정체","122","58","107","52"
"20231","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","HH","정체","122","57","104","52"
"20232","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","HH","정체","120","58","106","52"
"20233","R","전통시장","3130103","이경시장","HL","상권축소","126","47","107","52"
"20231","R","전통시장","3130103","이경시장","HL","상권축소","120","47","104","52"
"20232","R","전통시장","3130103","이경시장","HL","상권축소","123","47","106","52"
"20233","R","전통시장","3130104","전곡시장","HH","정체","135","59","107","52"
"20231","R","전통시장","3130104","전곡시장","HH","정체","136","57","104","52"
"20232","R","전통시장","3130104","전곡시장","HH","정체","140","58","106","52"
"20233","R","전통시장","3130105","장미제일시장(중화동제일시장)","LH","상권확장","90","52","107","52"
"20231","R","전통시장","3130105","장미제일시장(중화동제일시장)","LL","다이나믹","93","51","104","52"
"20232","R","전통시장","3130105","장미제일시장(중화동제일시장)","LH","상권확장","92","53","106","52"
"20233","R","전통시장","3130106","중랑동부시장","HL","상권축소","110","52","107","52"
"20231","R","전통시장","3130106","중랑동부시장","HL","상권축소","109","51","104","52"
"20232","R","전통시장","3130106","중랑동부시장","HL","상권축소","110","51","106","52"
"20233","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","LH","상권확장","95","55","107","52"
"20231","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","LH","상권확장","94","55","104","52"
"20232","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","LH","상권확장","97","55","106","52"
"20233","R","전통시장","3130108","태능엔터피아(태릉시장)","LL","다이나믹","72","45","107","52"
"20231","R","전통시장","3130108","태능엔터피아(태릉시장)","LL","다이나믹","59","46","104","52"
"20232","R","전통시장","3130108","태능엔터피아(태릉시장)","LL","다이나믹","63","45","106","52"
"20233","R","전통시장","3130181","아현가구거리상점가","HH","정체","177","82","107","52"
"20231","R","전통시장","3130181","아현가구거리상점가","HH","정체","172","82","104","52"
"20232","R","전통시장","3130181","아현가구거리상점가","HH","정체","174","82","106","52"
"20233","R","전통시장","3130025","삼익패션타운(남대문시장)","HH","정체","168","67","107","52"
"20231","R","전통시장","3130025","삼익패션타운(남대문시장)","HH","정체","164","67","104","52"
"20232","R","전통시장","3130025","삼익패션타운(남대문시장)","HH","정체","165","67","106","52"
"20233","R","전통시장","3130031","청계천공구상가","HH","정체","168","72","107","52"
"20231","R","전통시장","3130031","청계천공구상가","HH","정체","164","71","104","52"
"20232","R","전통시장","3130031","청계천공구상가","HH","정체","166","72","106","52"
"20233","R","전통시장","3130118","정릉골 골목형상점가","HL","상권축소","111","49","107","52"
"20231","R","전통시장","3130118","정릉골 골목형상점가","LL","다이나믹","104","49","104","52"
"20232","R","전통시장","3130118","정릉골 골목형상점가","HL","상권축소","107","49","106","52"
"20233","R","전통시장","3130119","정릉아리랑시장","HH","정체","131","62","107","52"
"20231","R","전통시장","3130119","정릉아리랑시장","HH","정체","138","59","104","52"
"20232","R","전통시장","3130119","정릉아리랑시장","HH","정체","128","62","106","52"
"20233","R","전통시장","3130194","용강동 상점가","HH","정체","125","58","107","52"
"20231","R","전통시장","3130194","용강동 상점가","HH","정체","119","58","104","52"
"20232","R","전통시장","3130194","용강동 상점가","HH","정체","121","58","106","52"
"20233","R","전통시장","3130195","도화동 상점가","HH","정체","113","55","107","52"
"20231","R","전통시장","3130195","도화동 상점가","HH","정체","110","54","104","52"
"20232","R","전통시장","3130195","도화동 상점가","HH","정체","111","54","106","52"
"20233","R","전통시장","3130196","공덕시장","HH","정체","168","56","107","52"
"20231","R","전통시장","3130196","공덕시장","HH","정체","160","56","104","52"
"20232","R","전통시장","3130196","공덕시장","HH","정체","164","56","106","52"
"20233","R","전통시장","3130197","마포시장","HH","정체","160","60","107","52"
"20231","R","전통시장","3130197","마포시장","HH","정체","160","59","104","52"
"20232","R","전통시장","3130197","마포시장","HH","정체","157","59","106","52"
"20233","R","전통시장","3130198","아현시장","HH","정체","120","59","107","52"
"20231","R","전통시장","3130198","아현시장","HH","정체","118","59","104","52"
"20232","R","전통시장","3130198","아현시장","HH","정체","119","59","106","52"
"20233","R","전통시장","3130199","신월3동 골목시장","LL","다이나믹","105","44","107","52"
"20231","R","전통시장","3130199","신월3동 골목시장","HL","상권축소","106","43","104","52"
"20232","R","전통시장","3130199","신월3동 골목시장","LL","다이나믹","105","44","106","52"
"20233","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","HL","상권축소","114","48","107","52"
"20231","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","HL","상권축소","106","49","104","52"
"20232","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","HL","상권축소","111","48","106","52"
"20233","R","전통시장","3130032","인현시장","HH","정체","162","82","107","52"
"20232","R","전통시장","3130032","인현시장","HH","정체","160","82","106","52"
"20233","R","전통시장","3130033","대림상가(청계상가)","HH","정체","149","73","107","52"
"20231","R","전통시장","3130033","대림상가(청계상가)","HH","정체","150","72","104","52"
"20232","R","전통시장","3130033","대림상가(청계상가)","HH","정체","148","72","106","52"
"20233","R","전통시장","3130034","필동 골목형상점가","HH","정체","124","63","107","52"
"20231","R","전통시장","3130034","필동 골목형상점가","HH","정체","118","63","104","52"
"20232","R","전통시장","3130034","필동 골목형상점가","HH","정체","121","63","106","52"
"20233","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","LH","상권확장","84","58","107","52"
"20231","R","전통시장","3130032","인현시장","HH","정체","160","81","104","52"
"20231","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","LH","상권확장","83","58","104","52"
"20232","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","LH","상권확장","82","58","106","52"
"20233","R","전통시장","3130201","월정로시장","LL","다이나믹","107","51","107","52"
"20231","R","전통시장","3130201","월정로시장","LL","다이나믹","100","51","104","52"
"20232","R","전통시장","3130201","월정로시장","LL","다이나믹","104","51","106","52"
"20233","R","전통시장","3130202","신영시장","LL","다이나믹","105","48","107","52"
"20231","R","전통시장","3130202","신영시장","LL","다이나믹","102","48","104","52"
"20232","R","전통시장","3130202","신영시장","LL","다이나믹","102","49","106","52"
"20233","R","전통시장","3130203","서서울 골목형상점가","HL","상권축소","112","44","107","52"
"20231","R","전통시장","3130203","서서울 골목형상점가","HL","상권축소","111","43","104","52"
"20232","R","전통시장","3130203","서서울 골목형상점가","HL","상권축소","113","43","106","52"
"20233","R","전통시장","3130204","경창시장","HL","상권축소","120","49","107","52"
"20231","R","전통시장","3130204","경창시장","HL","상권축소","116","48","104","52"
"20232","R","전통시장","3130204","경창시장","HL","상권축소","116","49","106","52"
"20233","R","전통시장","3130205","신곡종합시장(신월6동 골목시장)","HH","정체","117","59","107","52"
"20231","R","전통시장","3130205","신곡종합시장(신월6동 골목시장)","HH","정체","114","60","104","52"
"20232","R","전통시장","3130205","신곡종합시장(신월6동 골목시장)","HH","정체","114","60","106","52"
"20233","R","전통시장","3130206","신정3동 골목시장","LL","다이나믹","89","51","107","52"
"20231","R","전통시장","3130206","신정3동 골목시장","LL","다이나믹","84","51","104","52"
"20232","R","전통시장","3130206","신정3동 골목시장","LL","다이나믹","87","51","106","52"
"20233","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","HH","정체","128","52","107","52"
"20231","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","HL","상권축소","124","50","104","52"
"20232","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","HL","상권축소","126","50","106","52"
"20233","R","전통시장","3130208","목동깨비시장(목3동시장)","HH","정체","122","52","107","52"
"20231","R","전통시장","3130208","목동깨비시장(목3동시장)","HH","정체","120","52","104","52"
"20232","R","전통시장","3130208","목동깨비시장(목3동시장)","HH","정체","123","52","106","52"
"20233","R","전통시장","3130036","중부시장(신중부시장)","HH","정체","155","75","107","52"
"20231","R","전통시장","3130036","중부시장(신중부시장)","HH","정체","151","73","104","52"
"20232","R","전통시장","3130036","중부시장(신중부시장)","HH","정체","152","75","106","52"
"20233","R","전통시장","3130038","평화시장(통일상가, 동화상가)","HH","정체","159","57","107","52"
"20232","R","전통시장","3130038","평화시장(통일상가, 동화상가)","HH","정체","157","57","106","52"
"20233","R","전통시장","3130042","약수시장","LH","상권확장","101","56","107","52"
"20231","R","전통시장","3130042","약수시장","LH","상권확장","102","56","104","52"
"20233","R","전통시장","3130046","team204(팀204)","HH","정체","126","65","107","52"
"20231","R","전통시장","3130046","team204(팀204)","HH","정체","120","64","104","52"
"20232","R","전통시장","3130046","team204(팀204)","HH","정체","123","64","106","52"
"20233","R","전통시장","3130035","방산종합시장(방산시장)","HH","정체","173","67","107","52"
"20231","R","전통시장","3130035","방산종합시장(방산시장)","HH","정체","171","64","104","52"
"20232","R","전통시장","3130035","방산종합시장(방산시장)","HH","정체","172","67","106","52"
"20233","R","전통시장","3130120","돈암시장(돈암제일시장)","HH","정체","119","58","107","52"
"20231","R","전통시장","3130120","돈암시장(돈암제일시장)","HH","정체","117","58","104","52"
"20232","R","전통시장","3130120","돈암시장(돈암제일시장)","HH","정체","117","57","106","52"
"20233","R","전통시장","3130121","길음시장","HH","정체","164","69","107","52"
"20231","R","전통시장","3130121","길음시장","HH","정체","160","69","104","52"
"20232","R","전통시장","3130121","길음시장","HH","정체","161","69","106","52"
"20233","R","전통시장","3130122","밤나무골시장","LL","다이나믹","101","48","107","52"
