기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
20231,A,골목상권,3110834,동작구자원봉사센터,HH,정체,108,52,104,52
20232,A,골목상권,3110834,동작구자원봉사센터,HH,정체,108,52,106,52
20233,A,골목상권,3110909,남태령역(서울전자고등학교),LH,상권확장,94,65,107,52
20231,A,골목상권,3110909,남태령역(서울전자고등학교),LH,상권확장,94,63,104,52
20232,A,골목상권,3110909,남태령역(서울전자고등학교),LH,상권확장,93,65,106,52
20233,A,골목상권,3110910,내방역 5번,HH,정체,131,55,107,52
20231,A,골목상권,3110910,내방역 5번,HL,상권축소,135,51,104,52
20232,A,골목상권,3110910,내방역 5번,HL,상권축소,134,52,106,52
20233,A,골목상권,3110911,방배배수지체육공원,HL,상권축소,121,39,107,52
20231,A,골목상권,3110911,방배배수지체육공원,HL,상권축소,123,39,104,52
20232,A,골목상권,3110911,방배배수지체육공원,HL,상권축소,118,39,106,52
20233,A,골목상권,3110912,방배동사이길,HH,정체,116,52,107,52
20231,A,골목상권,3110912,방배동사이길,HL,상권축소,112,51,104,52
20232,A,골목상권,3110912,방배동사이길,HH,정체,113,52,106,52
20233,A,골목상권,3111002,한국교통안전공단 강남자동차검사소,HH,정체,119,61,107,52
20231,A,골목상권,3111002,한국교통안전공단 강남자동차검사소,HH,정체,116,60,104,52
20232,A,골목상권,3111002,한국교통안전공단 강남자동차검사소,HH,정체,117,60,106,52
20233,A,골목상권,3110927,잠원역,LH,상권확장,103,68,107,52
20231,A,골목상권,3110927,잠원역,LH,상권확장,100,68,104,52
20232,A,골목상권,3110927,잠원역,LH,상권확장,103,68,106,52
20233,A,골목상권,3110928,서초우방유쉘아파트,LL,다이나믹,86,44,107,52
20231,A,골목상권,3110928,서초우방유쉘아파트,LL,다이나믹,82,44,104,52
20232,A,골목상권,3110928,서초우방유쉘아파트,LL,다이나믹,85,44,106,52
20233,A,골목상권,3110929,남부터미널역 1번,LH,상권확장,102,59,107,52
20231,A,골목상권,3110929,남부터미널역 1번,LH,상권확장,99,59,104,52
20232,A,골목상권,3110929,남부터미널역 1번,LH,상권확장,102,59,106,52
20233,A,골목상권,3110988,청담역 3번,LH,상권확장,94,63,107,52
20231,A,골목상권,3110988,청담역 3번,LH,상권확장,94,61,104,52
20232,A,골목상권,3110988,청담역 3번,LH,상권확장,93,63,106,52
20233,A,골목상권,3110989,대치동아우편취급국,LL,다이나믹,90,42,107,52
20231,A,골목상권,3110989,대치동아우편취급국,LL,다이나믹,88,41,104,52
20232,A,골목상권,3110989,대치동아우편취급국,LL,다이나믹,90,41,106,52
20233,A,골목상권,3110990,청담역 12번,LH,상권확장,85,63,107,52
20231,A,골목상권,3110990,청담역 12번,LH,상권확장,89,63,104,52
20232,A,골목상권,3110990,청담역 12번,LH,상권확장,82,63,106,52
20233,A,골목상권,3110991,삼성중앙역 5번,HH,정체,109,56,107,52
20231,A,골목상권,3110991,삼성중앙역 5번,HH,정체,109,52,104,52
20232,A,골목상권,3110991,삼성중앙역 5번,HH,정체,109,55,106,52
20233,A,골목상권,3111054,암사역 4번(삼성광나루아파트),LL,다이나믹,94,51,107,52
20231,A,골목상권,3111054,암사역 4번(삼성광나루아파트),LL,다이나믹,96,50,104,52
20232,A,골목상권,3111054,암사역 4번(삼성광나루아파트),LL,다이나믹,99,50,106,52
20233,A,골목상권,3111055,선사초등학교,HH,정체,132,69,107,52
20231,A,골목상권,3111055,선사초등학교,HH,정체,118,69,104,52
20232,A,골목상권,3111055,선사초등학교,HH,정체,121,69,106,52
20233,A,골목상권,3111056,천호태영아파트,LH,상권확장,87,57,107,52
20231,A,골목상권,3111056,천호태영아파트,LH,상권확장,84,55,104,52
20232,A,골목상권,3111056,천호태영아파트,LH,상권확장,86,56,106,52
20233,A,골목상권,3111057,천호공원(해공체육문화센터),HL,상권축소,115,51,107,52
20231,A,골목상권,3111057,천호공원(해공체육문화센터),HL,상권축소,113,51,104,52
20232,A,골목상권,3111057,천호공원(해공체육문화센터),HL,상권축소,113,51,106,52
20233,A,골목상권,3110883,은천초등학교(은천교앞),LL,다이나믹,95,47,107,52
20231,A,골목상권,3110883,은천초등학교(은천교앞),LL,다이나믹,93,45,104,52
20232,A,골목상권,3110883,은천초등학교(은천교앞),LL,다이나믹,94,46,106,52
20233,A,골목상권,3110884,봉천역 4번(봉천110안전센터),LL,다이나믹,99,50,107,52
20231,A,골목상권,3110884,봉천역 4번(봉천110안전센터),LL,다이나믹,100,50,104,52
20232,A,골목상권,3110884,봉천역 4번(봉천110안전센터),LL,다이나믹,98,50,106,52
20233,A,골목상권,3111003,삼전역 4번,HL,상권축소,113,51,107,52
20231,A,골목상권,3111003,삼전역 4번,HL,상권축소,112,50,104,52
20232,A,골목상권,3111003,삼전역 4번,HL,상권축소,114,50,106,52
20233,A,골목상권,3111004,삼전역 1번,LL,다이나믹,101,45,107,52
20231,A,골목상권,3111004,삼전역 1번,LL,다이나믹,98,45,104,52
20232,A,골목상권,3111004,삼전역 1번,LL,다이나믹,100,45,106,52
20233,A,골목상권,3111005,삼전역 3번,LL,다이나믹,92,48,107,52
20231,A,골목상권,3111005,삼전역 3번,LL,다이나믹,87,49,104,52
20232,A,골목상권,3111005,삼전역 3번,LL,다이나믹,90,49,106,52
20233,A,골목상권,3111006,석촌고분역 1번,LL,다이나믹,102,46,107,52
20231,A,골목상권,3111006,석촌고분역 1번,LL,다이나믹,99,46,104,52
20232,A,골목상권,3111006,석촌고분역 1번,LL,다이나믹,101,46,106,52
20233,A,골목상권,3111059,강동역 4번(강풀만화거리),LL,다이나믹,99,44,107,52
20231,A,골목상권,3111059,강동역 4번(강풀만화거리),LL,다이나믹,96,44,104,52
20232,A,골목상권,3111059,강동역 4번(강풀만화거리),LL,다이나믹,97,44,106,52
20233,A,골목상권,3110829,장승배기역 5번,HH,정체,159,75,107,52
20231,A,골목상권,3110829,장승배기역 5번,HH,정체,152,75,104,52
20232,A,골목상권,3110829,장승배기역 5번,HH,정체,154,75,106,52
20233,A,골목상권,3110877,신림역 8번,LL,다이나믹,97,50,107,52
20231,A,골목상권,3110877,신림역 8번,LL,다이나믹,93,50,104,52
20232,A,골목상권,3110877,신림역 8번,LL,다이나믹,93,50,106,52
20233,A,골목상권,3111058,성내중학교,LL,다이나믹,101,48,107,52
20231,A,골목상권,3111058,성내중학교,LL,다이나믹,96,49,104,52
20232,A,골목상권,3111058,성내중학교,LL,다이나믹,98,49,106,52
20233,A,골목상권,3110850,사당역 10번,LL,다이나믹,93,47,107,52
20231,A,골목상권,3110850,사당역 10번,LL,다이나믹,92,47,104,52
20232,A,골목상권,3110850,사당역 10번,LL,다이나믹,92,47,106,52
20233,A,골목상권,3110851,경문고등학교(동작동성당),LL,다이나믹,80,51,107,52
20231,A,골목상권,3110851,경문고등학교(동작동성당),LL,다이나믹,82,51,104,52
20232,A,골목상권,3110851,경문고등학교(동작동성당),LL,다이나믹,82,51,106,52
20233,A,골목상권,3110945,본마을노인복지센터(서초구립내곡도서관),HH,정체,121,66,107,52
20231,A,골목상권,3110945,본마을노인복지센터(서초구립내곡도서관),HH,정체,140,61,104,52
20232,A,골목상권,3110945,본마을노인복지센터(서초구립내곡도서관),HH,정체,130,61,106,52
20233,A,골목상권,3110946,청계산원터골,LH,상권확장,105,65,107,52
20231,A,골목상권,3110946,청계산원터골,HH,정체,109,62,104,52
20232,A,골목상권,3110946,청계산원터골,LH,상권확장,102,65,106,52
20233,A,골목상권,3110947,청계산입구역 2번(내곡동주민센터),LH,상권확장,102,61,107,52
20231,A,골목상권,3110947,청계산입구역 2번(내곡동주민센터),LH,상권확장,96,61,104,52
20232,A,골목상권,3110947,청계산입구역 2번(내곡동주민센터),LH,상권확장,99,61,106,52
20233,A,골목상권,3111060,암사역 2번(서울강동초등학교),LL,다이나믹,105,44,107,52
20231,A,골목상권,3111060,암사역 2번(서울강동초등학교),LL,다이나믹,101,43,104,52
20232,A,골목상권,3111060,암사역 2번(서울강동초등학교),LL,다이나믹,103,44,106,52
20233,A,골목상권,3110860,호림박물관(성보고등학교),HH,정체,127,55,107,52
20231,A,골목상권,3110860,호림박물관(성보고등학교),HH,정체,121,54,104,52
20232,A,골목상권,3110860,호림박물관(성보고등학교),HH,정체,126,54,106,52
20233,A,골목상권,3110861,관악구신사동주민센터,LL,다이나믹,100,47,107,52
20231,A,골목상권,3110861,관악구신사동주민센터,LL,다이나믹,98,47,104,52
20232,A,골목상권,3110861,관악구신사동주민센터,LL,다이나믹,100,47,106,52
20233,A,골목상권,3111019,한성백제역 3번,LL,다이나믹,95,50,107,52
20231,A,골목상권,3111019,한성백제역 3번,LL,다이나믹,91,50,104,52
20232,A,골목상권,3111019,한성백제역 3번,LL,다이나믹,93,50,106,52
20233,A,골목상권,3111020,방이동고분군(방산고등학교),LL,다이나믹,107,51,107,52
20231,A,골목상권,3111020,방이동고분군(방산고등학교),HL,상권축소,105,51,104,52
20232,A,골목상권,3111020,방이동고분군(방산고등학교),HL,상권축소,107,51,106,52
20233,A,골목상권,3110901,인헌고등학교(인헌중학교),LL,다이나믹,98,49,107,52
20231,A,골목상권,3110901,인헌고등학교(인헌중학교),LL,다이나믹,98,49,104,52
20232,A,골목상권,3110901,인헌고등학교(인헌중학교),LL,다이나믹,98,49,106,52
20233,A,골목상권,3110902,사당역 4번,LH,상권확장,102,53,107,52
20231,A,골목상권,3110902,사당역 4번,LH,상권확장,99,53,104,52
20232,A,골목상권,3110902,사당역 4번,LH,상권확장,101,53,106,52
20233,A,골목상권,3110903,방배아이파크아파트,LL,다이나믹,105,49,107,52
20231,A,골목상권,3110903,방배아이파크아파트,LL,다이나믹,102,49,104,52
20232,A,골목상권,3110903,방배아이파크아파트,LL,다이나믹,104,49,106,52
20233,A,골목상권,3111031,장지동주민센터(한림연예예술고교),LL,다이나믹,94,47,107,52
20231,A,골목상권,3111031,장지동주민센터(한림연예예술고교),LL,다이나믹,91,47,104,52
20232,A,골목상권,3111031,장지동주민센터(한림연예예술고교),LL,다이나믹,91,47,106,52
20233,A,골목상권,3111032,방이역 1번,HH,정체,120,53,107,52
20231,A,골목상권,3111032,방이역 1번,HH,정체,115,52,104,52
20232,A,골목상권,3111032,방이역 1번,HH,정체,118,53,106,52
20233,A,골목상권,3110862,난곡초등학교(난곡동벽화마을),HH,정체,108,52,107,52
20231,A,골목상권,3110862,난곡초등학교(난곡동벽화마을),HH,정체,108,52,104,52
20232,A,골목상권,3110862,난곡초등학교(난곡동벽화마을),LH,상권확장,106,53,106,52
20233,A,골목상권,3110913,방현초등학교(방배119안전센터),HH,정체,130,56,107,52
20231,A,골목상권,3110913,방현초등학교(방배119안전센터),HH,정체,125,56,104,52
20232,A,골목상권,3110913,방현초등학교(방배119안전센터),HH,정체,125,56,106,52
20233,A,골목상권,3110914,내방역 6번,LH,상권확장,85,58,107,52
20231,A,골목상권,3110914,내방역 6번,LH,상권확장,92,52,104,52
20232,A,골목상권,3110914,내방역 6번,LH,상권확장,84,58,106,52
20233,A,골목상권,3110930,서초동성당,HH,정체,112,55,107,52
20231,A,골목상권,3110930,서초동성당,HH,정체,113,54,104,52
20232,A,골목상권,3110930,서초동성당,HH,정체,114,55,106,52
20233,A,골목상권,3110931,삼성전자서울R&D(서울우면초등학교),LL,다이나믹,50,37,107,52
20231,A,골목상권,3110931,삼성전자서울R&D(서울우면초등학교),LL,다이나믹,46,38,104,52
20232,A,골목상권,3110931,삼성전자서울R&D(서울우면초등학교),LL,다이나믹,47,38,106,52
20233,A,골목상권,3110932,서울시인재개발원,HL,상권축소,169,45,107,52
20231,A,골목상권,3110932,서울시인재개발원,HL,상권축소,164,45,104,52
20232,A,골목상권,3110932,서울시인재개발원,HL,상권축소,167,45,106,52
20233,A,골목상권,3110933,한국상담대학원대학교,HH,정체,116,65,107,52
20231,A,골목상권,3110933,한국상담대학원대학교,HH,정체,124,63,104,52
20232,A,골목상권,3110933,한국상담대학원대학교,HH,정체,118,63,106,52
20233,A,골목상권,3110934,우면주공아파트,LH,상권확장,99,55,107,52
20231,A,골목상권,3110934,우면주공아파트,LH,상권확장,97,55,104,52
20232,A,골목상권,3110934,우면주공아파트,LH,상권확장,98,55,106,52
20233,A,골목상권,3110935,한전아트센터,LL,다이나믹,102,45,107,52
20231,A,골목상권,3110935,한전아트센터,LL,다이나믹,96,46,104,52
20232,A,골목상권,3110935,한전아트센터,LL,다이나믹,102,46,106,52
20233,A,골목상권,3110992,도곡초등학교,LL,다이나믹,79,39,107,52
20231,A,골목상권,3110992,도곡초등학교,LL,다이나믹,75,39,104,52
20232,A,골목상권,3110992,도곡초등학교,LL,다이나믹,77,39,106,52
20233,A,골목상권,3110993,개포지하차도 북측,HH,정체,136,73,107,52
20231,A,골목상권,3110993,개포지하차도 북측,HH,정체,117,78,104,52
20232,A,골목상권,3110993,개포지하차도 북측,HH,정체,133,73,106,52
20233,A,골목상권,3110994,개포고등학교,HH,정체,109,58,107,52
20231,A,골목상권,3110994,개포고등학교,HH,정체,108,57,104,52
20232,A,골목상권,3110994,개포고등학교,HH,정체,107,58,106,52
20233,A,골목상권,3110995,봉은사역 4번,HH,정체,111,56,107,52
20231,A,골목상권,3110995,봉은사역 4번,HH,정체,105,56,104,52
20232,A,골목상권,3110995,봉은사역 4번,HH,정체,108,56,106,52
20233,A,골목상권,3110996,대치2동주민센터,LL,다이나믹,106,50,107,52
20231,A,골목상권,3110996,대치2동주민센터,LL,다이나믹,104,50,104,52
20232,A,골목상권,3110996,대치2동주민센터,LL,다이나믹,105,50,106,52
20233,A,골목상권,3110835,상도역 1번,LL,다이나믹,87,51,107,52
20231,A,골목상권,3110835,상도역 1번,LH,상권확장,91,52,104,52
20232,A,골목상권,3110835,상도역 1번,LL,다이나믹,91,51,106,52
20233,A,골목상권,3110836,상도역 5번,HH,정체,120,58,107,52
20231,A,골목상권,3110836,상도역 5번,HH,정체,117,58,104,52
20232,A,골목상권,3110836,상도역 5번,HH,정체,119,58,106,52
20233,A,골목상권,3110915,서래초등학교,LL,다이나믹,78,45,107,52
20231,A,골목상권,3110915,서래초등학교,LL,다이나믹,75,44,104,52
20232,A,골목상권,3110915,서래초등학교,LL,다이나믹,75,45,106,52
20233,A,골목상권,3111007,석촌고분역 4번,LL,다이나믹,96,49,107,52
20231,A,골목상권,3111007,석촌고분역 4번,LL,다이나믹,93,49,104,52
20232,A,골목상권,3111007,석촌고분역 4번,LL,다이나믹,95,49,106,52
20233,A,골목상권,3111008,석촌고분역 3번,LL,다이나믹,97,51,107,52
20231,A,골목상권,3111008,석촌고분역 3번,LL,다이나믹,95,51,104,52
20232,A,골목상권,3111008,석촌고분역 3번,LL,다이나믹,94,51,106,52
20233,A,골목상권,3110878,미림여고,LH,상권확장,102,60,107,52
20231,A,골목상권,3110878,미림여고,LH,상권확장,93,61,104,52
20232,A,골목상권,3110878,미림여고,LH,상권확장,94,61,106,52
20233,A,골목상권,3110879,신림현대아파트,HH,정체,132,56,107,52
20231,A,골목상권,3110879,신림현대아파트,HH,정체,133,56,104,52
20232,A,골목상권,3110879,신림현대아파트,HH,정체,135,56,106,52
20233,A,골목상권,3110936,더케이호텔(양재리본타워2단지아파트),LH,상권확장,105,52,107,52
20231,A,골목상권,3110936,더케이호텔(양재리본타워2단지아파트),LL,다이나믹,103,50,104,52
20232,A,골목상권,3110936,더케이호텔(양재리본타워2단지아파트),LL,다이나믹,104,52,106,52
20233,A,골목상권,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),LH,상권확장,95,61,107,52
20231,A,골목상권,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),LH,상권확장,87,61,104,52
20232,A,골목상권,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),LH,상권확장,91,61,106,52
20233,A,골목상권,3110938,바우뫼공원,HH,정체,122,54,107,52
20231,A,골목상권,3110938,바우뫼공원,HH,정체,119,54,104,52
20232,A,골목상권,3110938,바우뫼공원,HH,정체,121,54,106,52
20231,A,골목상권,3111043,마천공원,HH,정체,128,60,104,52
20232,A,골목상권,3111043,마천공원,HH,정체,132,61,106,52
20233,A,골목상권,3111044,남천초등학교,HH,정체,112,54,107,52
20231,A,골목상권,3111044,남천초등학교,HH,정체,108,53,104,52
20232,A,골목상권,3111044,남천초등학교,HH,정체,110,53,106,52
20233,A,골목상권,3110885,영락고등학교,LL,다이나믹,88,47,107,52
20231,A,골목상권,3110885,영락고등학교,LL,다이나믹,86,46,104,52
20232,A,골목상권,3110885,영락고등학교,LL,다이나믹,88,46,106,52
20233,A,골목상권,3110886,관악해태어린이공원,LL,다이나믹,101,49,107,52
20231,A,골목상권,3110886,관악해태어린이공원,LL,다이나믹,96,49,104,52
20232,A,골목상권,3110886,관악해태어린이공원,LL,다이나믹,98,49,106,52
20233,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),LH,상권확장,83,54,107,52
20231,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),LH,상권확장,75,55,104,52
20232,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),LH,상권확장,80,54,106,52
20233,A,골목상권,3110948,헌인가구단지,HH,정체,164,71,107,52
20231,A,골목상권,3110948,헌인가구단지,HH,정체,152,71,104,52
20232,A,골목상권,3110948,헌인가구단지,HH,정체,159,71,106,52
20233,A,골목상권,3111009,송파책박물관,HH,정체,113,54,107,52
20231,A,골목상권,3111009,송파책박물관,HH,정체,110,55,104,52
20232,A,골목상권,3111009,송파책박물관,HH,정체,110,54,106,52
20233,A,골목상권,3111010,석촌역 7번,LL,다이나믹,86,47,107,52
20231,A,골목상권,3111010,석촌역 7번,LL,다이나믹,83,47,104,52
20232,A,골목상권,3111010,석촌역 7번,LL,다이나믹,85,47,106,52
20233,A,골목상권,3111011,잠실나루역,LL,다이나믹,96,42,107,52
20231,A,골목상권,3111011,잠실나루역,LL,다이나믹,95,40,104,52
20232,A,골목상권,3111011,잠실나루역,LL,다이나믹,94,41,106,52
20233,A,골목상권,3111012,석촌역 6번,LL,다이나믹,92,44,107,52
20231,A,골목상권,3111012,석촌역 6번,LL,다이나믹,87,44,104,52
20232,A,골목상권,3111012,석촌역 6번,LL,다이나믹,89,44,106,52
20233,A,골목상권,3111013,송파나루역 1번(송리단길),LL,다이나믹,81,45,107,52
20231,A,골목상권,3111013,송파나루역 1번(송리단길),LL,다이나믹,79,44,104,52
20232,A,골목상권,3111013,송파나루역 1번(송리단길),LL,다이나믹,80,44,106,52
20233,A,골목상권,3111045,개미어린이공원,LL,다이나믹,84,51,107,52
20231,A,골목상권,3111045,개미어린이공원,LL,다이나믹,81,49,104,52
20232,A,골목상권,3111045,개미어린이공원,LL,다이나믹,85,48,106,52
20233,A,골목상권,3111046,마천역(마천초등학교),HL,상권축소,121,48,107,52
20231,A,골목상권,3111046,마천역(마천초등학교),HL,상권축소,117,47,104,52
20232,A,골목상권,3111046,마천역(마천초등학교),HL,상권축소,118,47,106,52
20233,A,골목상권,3111047,마천1치안센터,HL,상권축소,113,44,107,52
20231,A,골목상권,3111047,마천1치안센터,HL,상권축소,109,44,104,52
20232,A,골목상권,3111047,마천1치안센터,HL,상권축소,112,44,106,52
20233,A,골목상권,3110826,장승배기역 4번,LL,다이나믹,102,47,107,52
20231,A,골목상권,3110826,장승배기역 4번,LL,다이나믹,96,47,104,52
20232,A,골목상권,3110826,장승배기역 4번,LL,다이나믹,100,48,106,52
20233,A,골목상권,3110827,NH농협은행 상도동지점,LH,상권확장,105,55,107,52
20231,A,골목상권,3110827,NH농협은행 상도동지점,LH,상권확장,103,55,104,52
20232,A,골목상권,3110827,NH농협은행 상도동지점,LH,상권확장,103,55,106,52
20233,A,골목상권,3110828,노량진역 6번,HH,정체,122,55,107,52
20231,A,골목상권,3110828,노량진역 6번,HH,정체,121,54,104,52
20232,A,골목상권,3110828,노량진역 6번,HH,정체,121,55,106,52
20233,A,골목상권,3110852,이수역 9번,HL,상권축소,114,48,107,52
20231,A,골목상권,3110852,이수역 9번,HL,상권축소,111,48,104,52
20232,A,골목상권,3110852,이수역 9번,HL,상권축소,112,48,106,52
20233,A,골목상권,3110853,KT구로지사,LL,다이나믹,92,43,107,52
20231,A,골목상권,3110853,KT구로지사,LL,다이나믹,94,42,104,52
20232,A,골목상권,3110853,KT구로지사,LL,다이나믹,95,42,106,52
20233,A,골목상권,3110854,조원동주민센터,HL,상권축소,115,35,107,52
20231,A,골목상권,3110854,조원동주민센터,HL,상권축소,113,35,104,52
20232,A,골목상권,3110854,조원동주민센터,HL,상권축소,112,35,106,52
20233,A,골목상권,3110855,신대방역 2번,HL,상권축소,112,49,107,52
20231,A,골목상권,3110855,신대방역 2번,HL,상권축소,109,48,104,52
20232,A,골목상권,3110855,신대방역 2번,HL,상권축소,110,48,106,52
20233,A,골목상권,3110949,한남IC,LL,다이나믹,91,41,107,52
20231,A,골목상권,3110949,한남IC,LL,다이나믹,91,40,104,52
20232,A,골목상권,3110949,한남IC,LL,다이나믹,91,40,106,52
20233,A,골목상권,3110950,논현역 7번,LL,다이나믹,103,39,107,52
20231,A,골목상권,3110950,논현역 7번,LL,다이나믹,102,40,104,52
20232,A,골목상권,3110950,논현역 7번,LL,다이나믹,100,39,106,52
20233,A,골목상권,3110951,신사은행나무공원,LL,다이나믹,74,48,107,52
20231,A,골목상권,3110951,신사은행나무공원,LL,다이나믹,71,47,104,52
20232,A,골목상권,3110951,신사은행나무공원,LL,다이나믹,73,47,106,52
20233,A,골목상권,3110952,논현목련공원,LL,다이나믹,76,35,107,52
20231,A,골목상권,3110952,논현목련공원,LL,다이나믹,75,36,104,52
20232,A,골목상권,3110952,논현목련공원,LL,다이나믹,74,35,106,52
20233,A,골목상권,3110953,학동근린공원,LH,상권확장,99,57,107,52
20231,A,골목상권,3110953,학동근린공원,LH,상권확장,89,58,104,52
20232,A,골목상권,3110953,학동근린공원,LH,상권확장,89,58,106,52
20233,A,골목상권,3110954,국기원,LL,다이나믹,69,37,107,52
20231,A,골목상권,3110954,국기원,LL,다이나믹,66,36,104,52
20232,A,골목상권,3110954,국기원,LL,다이나믹,69,36,106,52
20233,A,골목상권,3110955,논현초등학교,LL,다이나믹,83,42,107,52
20231,A,골목상권,3110955,논현초등학교,LL,다이나믹,78,42,104,52
20232,A,골목상권,3110955,논현초등학교,LL,다이나믹,80,42,106,52
20233,A,골목상권,3110956,언주역 8번,LH,상권확장,96,56,107,52
20231,A,골목상권,3110956,언주역 8번,LH,상권확장,98,57,104,52
20232,A,골목상권,3110956,언주역 8번,LH,상권확장,101,56,106,52
20233,A,골목상권,3111048,천호역 1번(천호문구완구거리),LL,다이나믹,94,49,107,52
20231,A,골목상권,3111048,천호역 1번(천호문구완구거리),LL,다이나믹,101,49,104,52
20232,A,골목상권,3111048,천호역 1번(천호문구완구거리),LL,다이나믹,96,48,106,52
20233,A,골목상권,3111049,천호지구대(천호동자전거거리),LL,다이나믹,99,50,107,52
20231,A,골목상권,3111049,천호지구대(천호동자전거거리),LL,다이나믹,95,50,104,52
20232,A,골목상권,3111049,천호지구대(천호동자전거거리),LL,다이나믹,95,50,106,52
20233,A,골목상권,3110863,난우초등학교,LH,상권확장,107,53,107,52
20231,A,골목상권,3110863,난우초등학교,HH,정체,105,53,104,52
20232,A,골목상권,3110863,난우초등학교,LH,상권확장,105,53,106,52
20231,A,골목상권,3111021,방이역 4번,LL,다이나믹,98,49,104,52
20232,A,골목상권,3111021,방이역 4번,LL,다이나믹,98,49,106,52
20233,A,골목상권,3111022,석촌중학교(방이육교),HL,상권축소,138,51,107,52
20231,A,골목상권,3111022,석촌중학교(방이육교),HH,정체,134,52,104,52
20232,A,골목상권,3111022,석촌중학교(방이육교),HL,상권축소,136,51,106,52
20233,A,골목상권,3111023,문정역 1번,LL,다이나믹,100,52,107,52
20231,A,골목상권,3111023,문정역 1번,LH,상권확장,94,52,104,52
20232,A,골목상권,3111023,문정역 1번,LH,상권확장,96,52,106,52
20233,A,골목상권,3110904,이수역 5번,HH,정체,113,58,107,52
20231,A,골목상권,3110904,이수역 5번,HH,정체,109,58,104,52
20232,A,골목상권,3110904,이수역 5번,HH,정체,109,58,106,52
20233,A,골목상권,3110905,방배노인종합복지관(이수중학교),LH,상권확장,84,52,107,52
20231,A,골목상권,3110905,방배노인종합복지관(이수중학교),LH,상권확장,81,53,104,52
20232,A,골목상권,3110905,방배노인종합복지관(이수중학교),LH,상권확장,83,52,106,52
20233,A,골목상권,3110906,서문여고,HH,정체,108,57,107,52
20231,A,골목상권,3110906,서문여고,LH,상권확장,104,58,104,52
20232,A,골목상권,3110906,서문여고,HH,정체,107,57,106,52
20233,A,골목상권,3110907,방배초등학교,HL,상권축소,121,50,107,52
20231,A,골목상권,3110907,방배초등학교,HL,상권축소,119,49,104,52
20232,A,골목상권,3110907,방배초등학교,HL,상권축소,120,50,106,52
20233,A,골목상권,3110908,구반포역,HH,정체,162,59,107,52
20231,A,골목상권,3110908,구반포역,HH,정체,155,60,104,52
20232,A,골목상권,3110908,구반포역,HH,정체,158,60,106,52
20233,A,골목상권,3111033,문정동성당,LL,다이나믹,96,52,107,52
20231,A,골목상권,3111033,문정동성당,LH,상권확장,91,52,104,52
20232,A,골목상권,3111033,문정동성당,LL,다이나믹,96,52,106,52
20233,A,골목상권,3111034,오동나무공원(송파레미니스1단지),LH,상권확장,103,53,107,52
20231,A,골목상권,3111034,오동나무공원(송파레미니스1단지),LL,다이나믹,100,51,104,52
20232,A,골목상권,3111034,오동나무공원(송파레미니스1단지),LH,상권확장,101,52,106,52
20233,A,골목상권,3110864,신림우방아파트,LL,다이나믹,81,51,107,52
20231,A,골목상권,3110864,신림우방아파트,LL,다이나믹,76,50,104,52
20232,A,골목상권,3110864,신림우방아파트,LL,다이나믹,79,51,106,52
20233,A,골목상권,3110865,남강고등학교(남강중학교),HH,정체,114,55,107,52
20231,A,골목상권,3110865,남강고등학교(남강중학교),HH,정체,111,55,104,52
20232,A,골목상권,3110865,남강고등학교(남강중학교),HH,정체,113,55,106,52
20233,A,골목상권,3110916,내방역 4번,LL,다이나믹,99,46,107,52
20231,A,골목상권,3110916,내방역 4번,LL,다이나믹,94,46,104,52
20232,A,골목상권,3110916,내방역 4번,LL,다이나믹,96,46,106,52
20233,A,골목상권,3110939,양재역 8번(양재동우체국),HL,상권축소,118,50,107,52
20231,A,골목상권,3110939,양재역 8번(양재동우체국),HL,상권축소,113,50,104,52
20232,A,골목상권,3110939,양재역 8번(양재동우체국),HL,상권축소,115,50,106,52
20233,A,골목상권,3110940,양재근린공원(양재2동주민센터),HH,정체,135,60,107,52
20231,A,골목상권,3110940,양재근린공원(양재2동주민센터),HH,정체,132,59,104,52
20232,A,골목상권,3110940,양재근린공원(양재2동주민센터),HH,정체,131,60,106,52
20233,A,골목상권,3110941,언남고등학교,HL,상권축소,114,49,107,52
20231,A,골목상권,3110941,언남고등학교,HL,상권축소,109,45,104,52
20232,A,골목상권,3110941,언남고등학교,HL,상권축소,113,45,106,52
20233,A,골목상권,3111024,경찰병원역 4번(건너말공원),LL,다이나믹,97,49,107,52
20231,A,골목상권,3111024,경찰병원역 4번(건너말공원),LL,다이나믹,96,49,104,52
20232,A,골목상권,3111024,경찰병원역 4번(건너말공원),LL,다이나믹,97,49,106,52
20233,A,골목상권,3110997,대청초등학교,HL,상권축소,119,52,107,52
20231,A,골목상권,3110997,대청초등학교,HL,상권축소,117,51,104,52
20232,A,골목상권,3110997,대청초등학교,HL,상권축소,118,51,106,52
20233,A,골목상권,3110998,은곡마을(은곡마을공원),LL,다이나믹,66,34,107,52
